Province,Ma_TP,District,Ma_QH,Ward/Commune,Ma_PX
Hà Nội,1,Ba Đình,1,Phúc Xá,1.0
Hà Nội,1,Ba Đình,1,Trúc Bạch,4.0
Hà Nội,1,Ba Đình,1,Vĩnh Phúc,6.0
Hà Nội,1,Ba Đình,1,Cống Vị,7.0
Hà Nội,1,Ba Đình,1,Liễu Giai,8.0
Hà Nội,1,Ba Đình,1,Nguyễn Trung Trực,10.0
Hà Nội,1,Ba Đình,1,Quán Thánh,13.0
Hà Nội,1,Ba Đình,1,Ngọc Hà,16.0
Hà Nội,1,Ba Đình,1,Điện Biên,19.0
Hà Nội,1,Ba Đình,1,Đội Cấn,22.0
Hà Nội,1,Ba Đình,1,Ngọc Khánh,25.0
Hà Nội,1,Ba Đình,1,Kim Mã,28.0
Hà Nội,1,Ba Đình,1,Giảng Võ,31.0
Hà Nội,1,Ba Đình,1,Thành Công,34.0
Hà Nội,1,Hoàn Kiếm,2,Phúc Tân,37.0
Hà Nội,1,Hoàn Kiếm,2,Đồng Xuân,40.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Mã,43.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Buồm,46.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Đào,49.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Bồ,52.0
Hà Nội,1,Hoàn Kiếm,2,Cửa Đông,55.0
Hà Nội,1,Hoàn Kiếm,2,Lý Thái Tổ,58.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Bạc,61.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Gai,64.0
Hà Nội,1,Hoàn Kiếm,2,Chương Dương,67.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Trống,70.0
Hà Nội,1,Hoàn Kiếm,2,Cửa Nam,73.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Bông,76.0
Hà Nội,1,Hoàn Kiếm,2,Tràng Tiền,79.0
Hà Nội,1,Hoàn Kiếm,2,Trần Hưng Đạo,82.0
Hà Nội,1,Hoàn Kiếm,2,Phan Chu Trinh,85.0
Hà Nội,1,Hoàn Kiếm,2,Hàng Bài,88.0
Hà Nội,1,Tây Hồ,3,Phú Thượng,91.0
Hà Nội,1,Tây Hồ,3,Nhật Tân,94.0
Hà Nội,1,Tây Hồ,3,Tứ Liên,97.0
Hà Nội,1,Tây Hồ,3,Quảng An,100.0
Hà Nội,1,Tây Hồ,3,Xuân La,103.0
Hà Nội,1,Tây Hồ,3,Yên Phụ,106.0
Hà Nội,1,Tây Hồ,3,Bưởi,109.0
Hà Nội,1,Tây Hồ,3,Thụy Khuê,112.0
Hà Nội,1,Long Biên,4,Thượng Thanh,115.0
Hà Nội,1,Long Biên,4,Ngọc Thụy,118.0
Hà Nội,1,Long Biên,4,Giang Biên,121.0
Hà Nội,1,Long Biên,4,Đức Giang,124.0
Hà Nội,1,Long Biên,4,Việt Hưng,127.0
Hà Nội,1,Long Biên,4,Gia Thụy,130.0
Hà Nội,1,Long Biên,4,Ngọc Lâm,133.0
Hà Nội,1,Long Biên,4,Phúc Lợi,136.0
Hà Nội,1,Long Biên,4,Bồ Đề,139.0
Hà Nội,1,Long Biên,4,Sài Đồng,142.0
Hà Nội,1,Long Biên,4,Long Biên,145.0
Hà Nội,1,Long Biên,4,Thạch Bàn,148.0
Hà Nội,1,Long Biên,4,Phúc Đồng,151.0
Hà Nội,1,Long Biên,4,Cự Khối,154.0
Hà Nội,1,Cầu Giấy,5,Nghĩa Đô,157.0
Hà Nội,1,Cầu Giấy,5,Nghĩa Tân,160.0
Hà Nội,1,Cầu Giấy,5,Mai Dịch,163.0
Hà Nội,1,Cầu Giấy,5,Dịch Vọng,166.0
Hà Nội,1,Cầu Giấy,5,Dịch Vọng Hậu,167.0
Hà Nội,1,Cầu Giấy,5,Quan Hoa,169.0
Hà Nội,1,Cầu Giấy,5,Yên Hoà,172.0
Hà Nội,1,Cầu Giấy,5,Trung Hoà,175.0
Hà Nội,1,Đống Đa,6,Cát Linh,178.0
Hà Nội,1,Đống Đa,6,Văn Miếu,181.0
Hà Nội,1,Đống Đa,6,Quốc Tử Giám,184.0
Hà Nội,1,Đống Đa,6,Láng Thượng,187.0
Hà Nội,1,Đống Đa,6,Ô Chợ Dừa,190.0
Hà Nội,1,Đống Đa,6,Văn Chương,193.0
Hà Nội,1,Đống Đa,6,Hàng Bột,196.0
Hà Nội,1,Đống Đa,6,Láng Hạ,199.0
Hà Nội,1,Đống Đa,6,Khâm Thiên,202.0
Hà Nội,1,Đống Đa,6,Thổ Quan,205.0
Hà Nội,1,Đống Đa,6,Nam Đồng,208.0
Hà Nội,1,Đống Đa,6,Trung Phụng,211.0
Hà Nội,1,Đống Đa,6,Quang Trung,214.0
Hà Nội,1,Đống Đa,6,Trung Liệt,217.0
Hà Nội,1,Đống Đa,6,Phương Liên,220.0
Hà Nội,1,Đống Đa,6,Thịnh Quang,223.0
Hà Nội,1,Đống Đa,6,Trung Tự,226.0
Hà Nội,1,Đống Đa,6,Kim Liên,229.0
Hà Nội,1,Đống Đa,6,Phương Mai,232.0
Hà Nội,1,Đống Đa,6,Ngã Tư Sở,235.0
Hà Nội,1,Đống Đa,6,Khương Thượng,238.0
Hà Nội,1,Hai Bà Trưng,7,Nguyễn Du,241.0
Hà Nội,1,Hai Bà Trưng,7,Bạch Đằng,244.0
Hà Nội,1,Hai Bà Trưng,7,Phạm Đình Hổ,247.0
Hà Nội,1,Hai Bà Trưng,7,Lê Đại Hành,256.0
Hà Nội,1,Hai Bà Trưng,7,Đồng Nhân,259.0
Hà Nội,1,Hai Bà Trưng,7,Phố Huế,262.0
Hà Nội,1,Hai Bà Trưng,7,Đống Mác,265.0
Hà Nội,1,Hai Bà Trưng,7,Thanh Lương,268.0
Hà Nội,1,Hai Bà Trưng,7,Thanh Nhàn,271.0
Hà Nội,1,Hai Bà Trưng,7,Cầu Dền,274.0
Hà Nội,1,Hai Bà Trưng,7,Bách Khoa,277.0
Hà Nội,1,Hai Bà Trưng,7,Đồng Tâm,280.0
Hà Nội,1,Hai Bà Trưng,7,Vĩnh Tuy,283.0
Hà Nội,1,Hai Bà Trưng,7,Bạch Mai,286.0
Hà Nội,1,Hai Bà Trưng,7,Quỳnh Mai,289.0
Hà Nội,1,Hai Bà Trưng,7,Quỳnh Lôi,292.0
Hà Nội,1,Hai Bà Trưng,7,Minh Khai,295.0
Hà Nội,1,Hai Bà Trưng,7,Trương Định,298.0
Hà Nội,1,Hoàng Mai,8,Thanh Trì,301.0
Hà Nội,1,Hoàng Mai,8,Vĩnh Hưng,304.0
Hà Nội,1,Hoàng Mai,8,Định Công,307.0
Hà Nội,1,Hoàng Mai,8,Mai Động,310.0
Hà Nội,1,Hoàng Mai,8,Tương Mai,313.0
Hà Nội,1,Hoàng Mai,8,Đại Kim,316.0
Hà Nội,1,Hoàng Mai,8,Tân Mai,319.0
Hà Nội,1,Hoàng Mai,8,Hoàng Văn Thụ,322.0
Hà Nội,1,Hoàng Mai,8,Giáp Bát,325.0
Hà Nội,1,Hoàng Mai,8,Lĩnh Nam,328.0
Hà Nội,1,Hoàng Mai,8,Thịnh Liệt,331.0
Hà Nội,1,Hoàng Mai,8,Trần Phú,334.0
Hà Nội,1,Hoàng Mai,8,Hoàng Liệt,337.0
Hà Nội,1,Hoàng Mai,8,Yên Sở,340.0
Hà Nội,1,Thanh Xuân,9,Nhân Chính,343.0
Hà Nội,1,Thanh Xuân,9,Thượng Đình,346.0
Hà Nội,1,Thanh Xuân,9,Khương Trung,349.0
Hà Nội,1,Thanh Xuân,9,Khương Mai,352.0
Hà Nội,1,Thanh Xuân,9,Thanh Xuân Trung,355.0
Hà Nội,1,Thanh Xuân,9,Phương Liệt,358.0
Hà Nội,1,Thanh Xuân,9,Hạ Đình,361.0
Hà Nội,1,Thanh Xuân,9,Khương Đình,364.0
Hà Nội,1,Thanh Xuân,9,Thanh Xuân Bắc,367.0
Hà Nội,1,Thanh Xuân,9,Thanh Xuân Nam,370.0
Hà Nội,1,Thanh Xuân,9,Kim Giang,373.0
Hà Nội,1,Sóc Sơn,16,Sóc Sơn,376.0
Hà Nội,1,Sóc Sơn,16,Bắc Sơn,379.0
Hà Nội,1,Sóc Sơn,16,Minh Trí,382.0
Hà Nội,1,Sóc Sơn,16,Hồng Kỳ,385.0
Hà Nội,1,Sóc Sơn,16,Nam Sơn,388.0
Hà Nội,1,Sóc Sơn,16,Trung Giã,391.0
Hà Nội,1,Sóc Sơn,16,Tân Hưng,394.0
Hà Nội,1,Sóc Sơn,16,Minh Phú,397.0
Hà Nội,1,Sóc Sơn,16,Phù Linh,400.0
Hà Nội,1,Sóc Sơn,16,Bắc Phú,403.0
Hà Nội,1,Sóc Sơn,16,Tân Minh,406.0
Hà Nội,1,Sóc Sơn,16,Quang Tiến,409.0
Hà Nội,1,Sóc Sơn,16,Hiền Ninh,412.0
Hà Nội,1,Sóc Sơn,16,Tân Dân,415.0
Hà Nội,1,Sóc Sơn,16,Tiên Dược,418.0
Hà Nội,1,Sóc Sơn,16,Việt Long,421.0
Hà Nội,1,Sóc Sơn,16,Xuân Giang,424.0
Hà Nội,1,Sóc Sơn,16,Mai Đình,427.0
Hà Nội,1,Sóc Sơn,16,Đức Hoà,430.0
Hà Nội,1,Sóc Sơn,16,Thanh Xuân,433.0
Hà Nội,1,Sóc Sơn,16,Đông Xuân,436.0
Hà Nội,1,Sóc Sơn,16,Kim Lũ,439.0
Hà Nội,1,Sóc Sơn,16,Phú Cường,442.0
Hà Nội,1,Sóc Sơn,16,Phú Minh,445.0
Hà Nội,1,Sóc Sơn,16,Phù Lỗ,448.0
Hà Nội,1,Sóc Sơn,16,Xuân Thu,451.0
Hà Nội,1,Đông Anh,17,Đông Anh,454.0
Hà Nội,1,Đông Anh,17,Xuân Nộn,457.0
Hà Nội,1,Đông Anh,17,Thuỵ Lâm,460.0
Hà Nội,1,Đông Anh,17,Bắc Hồng,463.0
Hà Nội,1,Đông Anh,17,Nguyên Khê,466.0
Hà Nội,1,Đông Anh,17,Nam Hồng,469.0
Hà Nội,1,Đông Anh,17,Tiên Dương,472.0
Hà Nội,1,Đông Anh,17,Vân Hà,475.0
Hà Nội,1,Đông Anh,17,Uy Nỗ,478.0
Hà Nội,1,Đông Anh,17,Vân Nội,481.0
Hà Nội,1,Đông Anh,17,Liên Hà,484.0
Hà Nội,1,Đông Anh,17,Việt Hùng,487.0
Hà Nội,1,Đông Anh,17,Kim Nỗ,490.0
Hà Nội,1,Đông Anh,17,Kim Chung,493.0
Hà Nội,1,Đông Anh,17,Dục Tú,496.0
Hà Nội,1,Đông Anh,17,Đại Mạch,499.0
Hà Nội,1,Đông Anh,17,Vĩnh Ngọc,502.0
Hà Nội,1,Đông Anh,17,Cổ Loa,505.0
Hà Nội,1,Đông Anh,17,Hải Bối,508.0
Hà Nội,1,Đông Anh,17,Xuân Canh,511.0
Hà Nội,1,Đông Anh,17,Võng La,514.0
Hà Nội,1,Đông Anh,17,Tàm Xá,517.0
Hà Nội,1,Đông Anh,17,Mai Lâm,520.0
Hà Nội,1,Đông Anh,17,Đông Hội,523.0
Hà Nội,1,Gia Lâm,18,Yên Viên,526.0
Hà Nội,1,Gia Lâm,18,Yên Thường,529.0
Hà Nội,1,Gia Lâm,18,Yên Viên,532.0
Hà Nội,1,Gia Lâm,18,Ninh Hiệp,535.0
Hà Nội,1,Gia Lâm,18,Đình Xuyên,538.0
Hà Nội,1,Gia Lâm,18,Dương Hà,541.0
Hà Nội,1,Gia Lâm,18,Phù Đổng,544.0
Hà Nội,1,Gia Lâm,18,Trung Mầu,547.0
Hà Nội,1,Gia Lâm,18,Lệ Chi,550.0
Hà Nội,1,Gia Lâm,18,Cổ Bi,553.0
Hà Nội,1,Gia Lâm,18,Đặng Xá,556.0
Hà Nội,1,Gia Lâm,18,Phú Thị,559.0
Hà Nội,1,Gia Lâm,18,Kim Sơn,562.0
Hà Nội,1,Gia Lâm,18,Trâu Quỳ,565.0
Hà Nội,1,Gia Lâm,18,Dương Quang,568.0
Hà Nội,1,Gia Lâm,18,Dương Xá,571.0
Hà Nội,1,Gia Lâm,18,Đông Dư,574.0
Hà Nội,1,Gia Lâm,18,Đa Tốn,577.0
Hà Nội,1,Gia Lâm,18,Kiêu Kỵ,580.0
Hà Nội,1,Gia Lâm,18,Bát Tràng,583.0
Hà Nội,1,Gia Lâm,18,Kim Lan,586.0
Hà Nội,1,Gia Lâm,18,Văn Đức,589.0
Hà Nội,1,Nam Từ Liêm,19,Cầu Diễn,592.0
Hà Nội,1,Nam Từ Liêm,19,Xuân Phương,622.0
Hà Nội,1,Nam Từ Liêm,19,Phương Canh,623.0
Hà Nội,1,Nam Từ Liêm,19,Mỹ Đình 1,625.0
Hà Nội,1,Nam Từ Liêm,19,Mỹ Đình 2,626.0
Hà Nội,1,Nam Từ Liêm,19,Tây Mỗ,628.0
Hà Nội,1,Nam Từ Liêm,19,Mễ Trì,631.0
Hà Nội,1,Nam Từ Liêm,19,Phú Đô,632.0
Hà Nội,1,Nam Từ Liêm,19,Đại Mỗ,634.0
Hà Nội,1,Nam Từ Liêm,19,Trung Văn,637.0
Hà Nội,1,Thanh Trì,20,Văn Điển,640.0
Hà Nội,1,Thanh Trì,20,Tân Triều,643.0
Hà Nội,1,Thanh Trì,20,Thanh Liệt,646.0
Hà Nội,1,Thanh Trì,20,Tả Thanh Oai,649.0
Hà Nội,1,Thanh Trì,20,Hữu Hoà,652.0
Hà Nội,1,Thanh Trì,20,Tam Hiệp,655.0
Hà Nội,1,Thanh Trì,20,Tứ Hiệp,658.0
Hà Nội,1,Thanh Trì,20,Yên Mỹ,661.0
Hà Nội,1,Thanh Trì,20,Vĩnh Quỳnh,664.0
Hà Nội,1,Thanh Trì,20,Ngũ Hiệp,667.0
Hà Nội,1,Thanh Trì,20,Duyên Hà,670.0
Hà Nội,1,Thanh Trì,20,Ngọc Hồi,673.0
Hà Nội,1,Thanh Trì,20,Vạn Phúc,676.0
Hà Nội,1,Thanh Trì,20,Đại áng,679.0
Hà Nội,1,Thanh Trì,20,Liên Ninh,682.0
Hà Nội,1,Thanh Trì,20,Đông Mỹ,685.0
Hà Nội,1,Bắc Từ Liêm,21,Thượng Cát,595.0
Hà Nội,1,Bắc Từ Liêm,21,Liên Mạc,598.0
Hà Nội,1,Bắc Từ Liêm,21,Đông Ngạc,601.0
Hà Nội,1,Bắc Từ Liêm,21,Đức Thắng,602.0
Hà Nội,1,Bắc Từ Liêm,21,Thụy Phương,604.0
Hà Nội,1,Bắc Từ Liêm,21,Tây Tựu,607.0
Hà Nội,1,Bắc Từ Liêm,21,Xuân Đỉnh,610.0
Hà Nội,1,Bắc Từ Liêm,21,Xuân Tảo,611.0
Hà Nội,1,Bắc Từ Liêm,21,Minh Khai,613.0
Hà Nội,1,Bắc Từ Liêm,21,Cổ Nhuế 1,616.0
Hà Nội,1,Bắc Từ Liêm,21,Cổ Nhuế 2,617.0
Hà Nội,1,Bắc Từ Liêm,21,Phú Diễn,619.0
Hà Nội,1,Bắc Từ Liêm,21,Phúc Diễn,620.0
Hà Nội,1,Mê Linh,250,Chi Đông,8973.0
Hà Nội,1,Mê Linh,250,Đại Thịnh,8974.0
Hà Nội,1,Mê Linh,250,Kim Hoa,8977.0
Hà Nội,1,Mê Linh,250,Thạch Đà,8980.0
Hà Nội,1,Mê Linh,250,Tiến Thắng,8983.0
Hà Nội,1,Mê Linh,250,Tự Lập,8986.0
Hà Nội,1,Mê Linh,250,Quang Minh,8989.0
Hà Nội,1,Mê Linh,250,Thanh Lâm,8992.0
Hà Nội,1,Mê Linh,250,Tam Đồng,8995.0
Hà Nội,1,Mê Linh,250,Liên Mạc,8998.0
Hà Nội,1,Mê Linh,250,Vạn Yên,9001.0
Hà Nội,1,Mê Linh,250,Chu Phan,9004.0
Hà Nội,1,Mê Linh,250,Tiến Thịnh,9007.0
Hà Nội,1,Mê Linh,250,Mê Linh,9010.0
Hà Nội,1,Mê Linh,250,Văn Khê,9013.0
Hà Nội,1,Mê Linh,250,Hoàng Kim,9016.0
Hà Nội,1,Mê Linh,250,Tiền Phong,9019.0
Hà Nội,1,Mê Linh,250,Tráng Việt,9022.0
Hà Nội,1,Hà Đông,268,Nguyễn Trãi,9538.0
Hà Nội,1,Hà Đông,268,Mộ Lao,9541.0
Hà Nội,1,Hà Đông,268,Văn Quán,9542.0
Hà Nội,1,Hà Đông,268,Vạn Phúc,9544.0
Hà Nội,1,Hà Đông,268,Yết Kiêu,9547.0
Hà Nội,1,Hà Đông,268,Quang Trung,9550.0
Hà Nội,1,Hà Đông,268,La Khê,9551.0
Hà Nội,1,Hà Đông,268,Phú La,9552.0
Hà Nội,1,Hà Đông,268,Phúc La,9553.0
Hà Nội,1,Hà Đông,268,Hà Cầu,9556.0
Hà Nội,1,Hà Đông,268,Yên Nghĩa,9562.0
Hà Nội,1,Hà Đông,268,Kiến Hưng,9565.0
Hà Nội,1,Hà Đông,268,Phú Lãm,9568.0
Hà Nội,1,Hà Đông,268,Phú Lương,9571.0
Hà Nội,1,Hà Đông,268,Dương Nội,9886.0
Hà Nội,1,Hà Đông,268,Đồng Mai,10117.0
Hà Nội,1,Hà Đông,268,Biên Giang,10123.0
Hà Nội,1,Sơn Tây,269,Lê Lợi,9574.0
Hà Nội,1,Sơn Tây,269,Phú Thịnh,9577.0
Hà Nội,1,Sơn Tây,269,Ngô Quyền,9580.0
Hà Nội,1,Sơn Tây,269,Quang Trung,9583.0
Hà Nội,1,Sơn Tây,269,Sơn Lộc,9586.0
Hà Nội,1,Sơn Tây,269,Xuân Khanh,9589.0
Hà Nội,1,Sơn Tây,269,Đường Lâm,9592.0
Hà Nội,1,Sơn Tây,269,Viên Sơn,9595.0
Hà Nội,1,Sơn Tây,269,Xuân Sơn,9598.0
Hà Nội,1,Sơn Tây,269,Trung Hưng,9601.0
Hà Nội,1,Sơn Tây,269,Thanh Mỹ,9604.0
Hà Nội,1,Sơn Tây,269,Trung Sơn Trầm,9607.0
Hà Nội,1,Sơn Tây,269,Kim Sơn,9610.0
Hà Nội,1,Sơn Tây,269,Sơn Đông,9613.0
Hà Nội,1,Sơn Tây,269,Cổ Đông,9616.0
Hà Nội,1,Ba Vì,271,Tây Đằng,9619.0
Hà Nội,1,Ba Vì,271,Phú Cường,9625.0
Hà Nội,1,Ba Vì,271,Cổ Đô,9628.0
Hà Nội,1,Ba Vì,271,Tản Hồng,9631.0
Hà Nội,1,Ba Vì,271,Vạn Thắng,9634.0
Hà Nội,1,Ba Vì,271,Châu Sơn,9637.0
Hà Nội,1,Ba Vì,271,Phong Vân,9640.0
Hà Nội,1,Ba Vì,271,Phú Đông,9643.0
Hà Nội,1,Ba Vì,271,Phú Phương,9646.0
Hà Nội,1,Ba Vì,271,Phú Châu,9649.0
Hà Nội,1,Ba Vì,271,Thái Hòa,9652.0
Hà Nội,1,Ba Vì,271,Đồng Thái,9655.0
Hà Nội,1,Ba Vì,271,Phú Sơn,9658.0
Hà Nội,1,Ba Vì,271,Minh Châu,9661.0
Hà Nội,1,Ba Vì,271,Vật Lại,9664.0
Hà Nội,1,Ba Vì,271,Chu Minh,9667.0
Hà Nội,1,Ba Vì,271,Tòng Bạt,9670.0
Hà Nội,1,Ba Vì,271,Cẩm Lĩnh,9673.0
Hà Nội,1,Ba Vì,271,Sơn Đà,9676.0
Hà Nội,1,Ba Vì,271,Đông Quang,9679.0
Hà Nội,1,Ba Vì,271,Tiên Phong,9682.0
Hà Nội,1,Ba Vì,271,Thụy An,9685.0
Hà Nội,1,Ba Vì,271,Cam Thượng,9688.0
Hà Nội,1,Ba Vì,271,Thuần Mỹ,9691.0
Hà Nội,1,Ba Vì,271,Tản Lĩnh,9694.0
Hà Nội,1,Ba Vì,271,Ba Trại,9697.0
Hà Nội,1,Ba Vì,271,Minh Quang,9700.0
Hà Nội,1,Ba Vì,271,Ba Vì,9703.0
Hà Nội,1,Ba Vì,271,Vân Hòa,9706.0
Hà Nội,1,Ba Vì,271,Yên Bài,9709.0
Hà Nội,1,Ba Vì,271,Khánh Thượng,9712.0
Hà Nội,1,Phúc Thọ,272,Phúc Thọ,9715.0
Hà Nội,1,Phúc Thọ,272,Vân Hà,9718.0
Hà Nội,1,Phúc Thọ,272,Vân Phúc,9721.0
Hà Nội,1,Phúc Thọ,272,Vân Nam,9724.0
Hà Nội,1,Phúc Thọ,272,Xuân Đình,9727.0
Hà Nội,1,Phúc Thọ,272,Sen Phương,9733.0
Hà Nội,1,Phúc Thọ,272,Võng Xuyên,9739.0
Hà Nội,1,Phúc Thọ,272,Thọ Lộc,9742.0
Hà Nội,1,Phúc Thọ,272,Long Xuyên,9745.0
Hà Nội,1,Phúc Thọ,272,Thượng Cốc,9748.0
Hà Nội,1,Phúc Thọ,272,Hát Môn,9751.0
Hà Nội,1,Phúc Thọ,272,Tích Giang,9754.0
Hà Nội,1,Phúc Thọ,272,Thanh Đa,9757.0
Hà Nội,1,Phúc Thọ,272,Trạch Mỹ Lộc,9760.0
Hà Nội,1,Phúc Thọ,272,Phúc Hòa,9763.0
Hà Nội,1,Phúc Thọ,272,Ngọc Tảo,9766.0
Hà Nội,1,Phúc Thọ,272,Phụng Thượng,9769.0
Hà Nội,1,Phúc Thọ,272,Tam Thuấn,9772.0
Hà Nội,1,Phúc Thọ,272,Tam Hiệp,9775.0
Hà Nội,1,Phúc Thọ,272,Hiệp Thuận,9778.0
Hà Nội,1,Phúc Thọ,272,Liên Hiệp,9781.0
Hà Nội,1,Đan Phượng,273,Phùng,9784.0
Hà Nội,1,Đan Phượng,273,Trung Châu,9787.0
Hà Nội,1,Đan Phượng,273,Thọ An,9790.0
Hà Nội,1,Đan Phượng,273,Thọ Xuân,9793.0
Hà Nội,1,Đan Phượng,273,Hồng Hà,9796.0
Hà Nội,1,Đan Phượng,273,Liên Hồng,9799.0
Hà Nội,1,Đan Phượng,273,Liên Hà,9802.0
Hà Nội,1,Đan Phượng,273,Hạ Mỗ,9805.0
Hà Nội,1,Đan Phượng,273,Liên Trung,9808.0
Hà Nội,1,Đan Phượng,273,Phương Đình,9811.0
Hà Nội,1,Đan Phượng,273,Thượng Mỗ,9814.0
Hà Nội,1,Đan Phượng,273,Tân Hội,9817.0
Hà Nội,1,Đan Phượng,273,Tân Lập,9820.0
Hà Nội,1,Đan Phượng,273,Đan Phượng,9823.0
Hà Nội,1,Đan Phượng,273,Đồng Tháp,9826.0
Hà Nội,1,Đan Phượng,273,Song Phượng,9829.0
Hà Nội,1,Hoài Đức,274,Trạm Trôi,9832.0
Hà Nội,1,Hoài Đức,274,Đức Thượng,9835.0
Hà Nội,1,Hoài Đức,274,Minh Khai,9838.0
Hà Nội,1,Hoài Đức,274,Dương Liễu,9841.0
Hà Nội,1,Hoài Đức,274,Di Trạch,9844.0
Hà Nội,1,Hoài Đức,274,Đức Giang,9847.0
Hà Nội,1,Hoài Đức,274,Cát Quế,9850.0
Hà Nội,1,Hoài Đức,274,Kim Chung,9853.0
Hà Nội,1,Hoài Đức,274,Yên Sở,9856.0
Hà Nội,1,Hoài Đức,274,Sơn Đồng,9859.0
Hà Nội,1,Hoài Đức,274,Vân Canh,9862.0
Hà Nội,1,Hoài Đức,274,Đắc Sở,9865.0
Hà Nội,1,Hoài Đức,274,Lại Yên,9868.0
Hà Nội,1,Hoài Đức,274,Tiền Yên,9871.0
Hà Nội,1,Hoài Đức,274,Song Phương,9874.0
Hà Nội,1,Hoài Đức,274,An Khánh,9877.0
Hà Nội,1,Hoài Đức,274,An Thượng,9880.0
Hà Nội,1,Hoài Đức,274,Vân Côn,9883.0
Hà Nội,1,Hoài Đức,274,La Phù,9889.0
Hà Nội,1,Hoài Đức,274,Đông La,9892.0
Hà Nội,1,Quốc Oai,275,Đông Xuân,4939.0
Hà Nội,1,Quốc Oai,275,Quốc Oai,9895.0
Hà Nội,1,Quốc Oai,275,Sài Sơn,9898.0
Hà Nội,1,Quốc Oai,275,Phượng Cách,9901.0
Hà Nội,1,Quốc Oai,275,Yên Sơn,9904.0
Hà Nội,1,Quốc Oai,275,Ngọc Liệp,9907.0
Hà Nội,1,Quốc Oai,275,Ngọc Mỹ,9910.0
Hà Nội,1,Quốc Oai,275,Liệp Tuyết,9913.0
Hà Nội,1,Quốc Oai,275,Thạch Thán,9916.0
Hà Nội,1,Quốc Oai,275,Đồng Quang,9919.0
Hà Nội,1,Quốc Oai,275,Phú Cát,9922.0
Hà Nội,1,Quốc Oai,275,Tuyết Nghĩa,9925.0
Hà Nội,1,Quốc Oai,275,Nghĩa Hương,9928.0
Hà Nội,1,Quốc Oai,275,Cộng Hòa,9931.0
Hà Nội,1,Quốc Oai,275,Tân Phú,9934.0
Hà Nội,1,Quốc Oai,275,Đại Thành,9937.0
Hà Nội,1,Quốc Oai,275,Phú Mãn,9940.0
Hà Nội,1,Quốc Oai,275,Cấn Hữu,9943.0
Hà Nội,1,Quốc Oai,275,Tân Hòa,9946.0
Hà Nội,1,Quốc Oai,275,Hòa Thạch,9949.0
Hà Nội,1,Quốc Oai,275,Đông Yên,9952.0
Hà Nội,1,Thạch Thất,276,Yên Trung,4927.0
Hà Nội,1,Thạch Thất,276,Yên Bình,4930.0
Hà Nội,1,Thạch Thất,276,Tiến Xuân,4936.0
Hà Nội,1,Thạch Thất,276,Liên Quan,9955.0
Hà Nội,1,Thạch Thất,276,Đại Đồng,9958.0
Hà Nội,1,Thạch Thất,276,Cẩm Yên,9961.0
Hà Nội,1,Thạch Thất,276,Lại Thượng,9964.0
Hà Nội,1,Thạch Thất,276,Phú Kim,9967.0
Hà Nội,1,Thạch Thất,276,Hương Ngải,9970.0
Hà Nội,1,Thạch Thất,276,Canh Nậu,9973.0
Hà Nội,1,Thạch Thất,276,Kim Quan,9976.0
Hà Nội,1,Thạch Thất,276,Dị Nậu,9979.0
Hà Nội,1,Thạch Thất,276,Bình Yên,9982.0
Hà Nội,1,Thạch Thất,276,Chàng Sơn,9985.0
Hà Nội,1,Thạch Thất,276,Thạch Hoà,9988.0
Hà Nội,1,Thạch Thất,276,Cần Kiệm,9991.0
Hà Nội,1,Thạch Thất,276,Hữu Bằng,9994.0
Hà Nội,1,Thạch Thất,276,Phùng Xá,9997.0
Hà Nội,1,Thạch Thất,276,Tân Xã,10000.0
Hà Nội,1,Thạch Thất,276,Thạch Xá,10003.0
Hà Nội,1,Thạch Thất,276,Bình Phú,10006.0
Hà Nội,1,Thạch Thất,276,Hạ Bằng,10009.0
Hà Nội,1,Thạch Thất,276,Đồng Trúc,10012.0
Hà Nội,1,Chương Mỹ,277,Chúc Sơn,10015.0
Hà Nội,1,Chương Mỹ,277,Xuân Mai,10018.0
Hà Nội,1,Chương Mỹ,277,Phụng Châu,10021.0
Hà Nội,1,Chương Mỹ,277,Tiên Phương,10024.0
Hà Nội,1,Chương Mỹ,277,Đông Sơn,10027.0
Hà Nội,1,Chương Mỹ,277,Đông Phương Yên,10030.0
Hà Nội,1,Chương Mỹ,277,Phú Nghĩa,10033.0
Hà Nội,1,Chương Mỹ,277,Trường Yên,10039.0
Hà Nội,1,Chương Mỹ,277,Ngọc Hòa,10042.0
Hà Nội,1,Chương Mỹ,277,Thủy Xuân Tiên,10045.0
Hà Nội,1,Chương Mỹ,277,Thanh Bình,10048.0
Hà Nội,1,Chương Mỹ,277,Trung Hòa,10051.0
Hà Nội,1,Chương Mỹ,277,Đại Yên,10054.0
Hà Nội,1,Chương Mỹ,277,Thụy Hương,10057.0
Hà Nội,1,Chương Mỹ,277,Tốt Động,10060.0
Hà Nội,1,Chương Mỹ,277,Lam Điền,10063.0
Hà Nội,1,Chương Mỹ,277,Tân Tiến,10066.0
