Province,Ma_TP,District,Ma_QH,Ward/Commune,Ma_PX
Lạng Sơn,20,Văn Quan,184,Tràng Phái,6316.0
Lạng Sơn,20,Văn Quan,184,Yên Phúc,6319.0
Lạng Sơn,20,Văn Quan,184,Hữu Lễ,6322.0
Lạng Sơn,20,Bắc Sơn,185,Bắc Sơn,6325.0
Lạng Sơn,20,Bắc Sơn,185,Long Đống,6328.0
Lạng Sơn,20,Bắc Sơn,185,Vạn Thủy,6331.0
Lạng Sơn,20,Bắc Sơn,185,Đồng ý,6337.0
Lạng Sơn,20,Bắc Sơn,185,Tân Tri,6340.0
Lạng Sơn,20,Bắc Sơn,185,Bắc Quỳnh,6343.0
Lạng Sơn,20,Bắc Sơn,185,Hưng Vũ,6349.0
Lạng Sơn,20,Bắc Sơn,185,Tân Lập,6352.0
Lạng Sơn,20,Bắc Sơn,185,Vũ Sơn,6355.0
Lạng Sơn,20,Bắc Sơn,185,Chiêu Vũ,6358.0
Lạng Sơn,20,Bắc Sơn,185,Tân Hương,6361.0
Lạng Sơn,20,Bắc Sơn,185,Chiến Thắng,6364.0
Lạng Sơn,20,Bắc Sơn,185,Vũ Lăng,6367.0
Lạng Sơn,20,Bắc Sơn,185,Trấn Yên,6370.0
Lạng Sơn,20,Bắc Sơn,185,Vũ Lễ,6373.0
Lạng Sơn,20,Bắc Sơn,185,Nhất Hòa,6376.0
Lạng Sơn,20,Bắc Sơn,185,Tân Thành,6379.0
Lạng Sơn,20,Bắc Sơn,185,Nhất Tiến,6382.0
Lạng Sơn,20,Hữu Lũng,186,Hữu Lũng,6385.0
Lạng Sơn,20,Hữu Lũng,186,Hữu Liên,6388.0
Lạng Sơn,20,Hữu Lũng,186,Yên Bình,6391.0
Lạng Sơn,20,Hữu Lũng,186,Quyết Thắng,6394.0
Lạng Sơn,20,Hữu Lũng,186,Hòa Bình,6397.0
Lạng Sơn,20,Hữu Lũng,186,Yên Thịnh,6400.0
Lạng Sơn,20,Hữu Lũng,186,Yên Sơn,6403.0
Lạng Sơn,20,Hữu Lũng,186,Thiện Tân,6406.0
Lạng Sơn,20,Hữu Lũng,186,Yên Vượng,6412.0
Lạng Sơn,20,Hữu Lũng,186,Minh Tiến,6415.0
Lạng Sơn,20,Hữu Lũng,186,Nhật Tiến,6418.0
Lạng Sơn,20,Hữu Lũng,186,Thanh Sơn,6421.0
Lạng Sơn,20,Hữu Lũng,186,Đồng Tân,6424.0
Lạng Sơn,20,Hữu Lũng,186,Cai Kinh,6427.0
Lạng Sơn,20,Hữu Lũng,186,Hòa Lạc,6430.0
Lạng Sơn,20,Hữu Lũng,186,Vân Nham,6433.0
Lạng Sơn,20,Hữu Lũng,186,Đồng Tiến,6436.0
Lạng Sơn,20,Hữu Lũng,186,Tân Thành,6442.0
Lạng Sơn,20,Hữu Lũng,186,Hòa Sơn,6445.0
Lạng Sơn,20,Hữu Lũng,186,Minh Sơn,6448.0
Lạng Sơn,20,Hữu Lũng,186,Hồ Sơn,6451.0
Lạng Sơn,20,Hữu Lũng,186,Sơn Hà,6454.0
Lạng Sơn,20,Hữu Lũng,186,Minh Hòa,6457.0
Lạng Sơn,20,Hữu Lũng,186,Hòa Thắng,6460.0
Lạng Sơn,20,Chi Lăng,187,Đồng Mỏ,6463.0
Lạng Sơn,20,Chi Lăng,187,Chi Lăng,6466.0
Lạng Sơn,20,Chi Lăng,187,Vân An,6469.0
Lạng Sơn,20,Chi Lăng,187,Vân Thủy,6472.0
Lạng Sơn,20,Chi Lăng,187,Gia Lộc,6475.0
Lạng Sơn,20,Chi Lăng,187,Bắc Thủy,6478.0
Lạng Sơn,20,Chi Lăng,187,Chiến Thắng,6481.0
Lạng Sơn,20,Chi Lăng,187,Mai Sao,6484.0
Lạng Sơn,20,Chi Lăng,187,Bằng Hữu,6487.0
Lạng Sơn,20,Chi Lăng,187,Thượng Cường,6490.0
Lạng Sơn,20,Chi Lăng,187,Bằng Mạc,6493.0
Lạng Sơn,20,Chi Lăng,187,Nhân Lý,6496.0
Lạng Sơn,20,Chi Lăng,187,Lâm Sơn,6499.0
Lạng Sơn,20,Chi Lăng,187,Liên Sơn,6502.0
Lạng Sơn,20,Chi Lăng,187,Vạn Linh,6505.0
Lạng Sơn,20,Chi Lăng,187,Hòa Bình,6508.0
Lạng Sơn,20,Chi Lăng,187,Hữu Kiên,6514.0
Lạng Sơn,20,Chi Lăng,187,Quan Sơn,6517.0
Lạng Sơn,20,Chi Lăng,187,Y Tịch,6520.0
Lạng Sơn,20,Chi Lăng,187,Chi Lăng,6523.0
Lạng Sơn,20,Lộc Bình,188,Na Dương,6526.0
Lạng Sơn,20,Lộc Bình,188,Lộc Bình,6529.0
Lạng Sơn,20,Lộc Bình,188,Mẫu Sơn,6532.0
Lạng Sơn,20,Lộc Bình,188,Yên Khoái,6541.0
Lạng Sơn,20,Lộc Bình,188,Khánh Xuân,6544.0
Lạng Sơn,20,Lộc Bình,188,Tú Mịch,6547.0
Lạng Sơn,20,Lộc Bình,188,Hữu Khánh,6550.0
Lạng Sơn,20,Lộc Bình,188,Đồng Bục,6553.0
Lạng Sơn,20,Lộc Bình,188,Tam Gia,6559.0
Lạng Sơn,20,Lộc Bình,188,Tú Đoạn,6562.0
Lạng Sơn,20,Lộc Bình,188,Khuất Xá,6565.0
Lạng Sơn,20,Lộc Bình,188,Tĩnh Bắc,6574.0
Lạng Sơn,20,Lộc Bình,188,Thống Nhất,6577.0
Lạng Sơn,20,Lộc Bình,188,Sàn Viên,6589.0
Lạng Sơn,20,Lộc Bình,188,Đông Quan,6592.0
Lạng Sơn,20,Lộc Bình,188,Minh Hiệp,6595.0
Lạng Sơn,20,Lộc Bình,188,Hữu Lân,6598.0
Lạng Sơn,20,Lộc Bình,188,Lợi Bác,6601.0
Lạng Sơn,20,Lộc Bình,188,Nam Quan,6604.0
Lạng Sơn,20,Lộc Bình,188,Xuân Dương,6607.0
Lạng Sơn,20,Lộc Bình,188,Ái Quốc,6610.0
Lạng Sơn,20,Đình Lập,189,Đình Lập,6613.0
Lạng Sơn,20,Đình Lập,189,NT Thái Bình,6616.0
Lạng Sơn,20,Đình Lập,189,Bắc Xa,6619.0
Lạng Sơn,20,Đình Lập,189,Bính Xá,6622.0
Lạng Sơn,20,Đình Lập,189,Kiên Mộc,6625.0
Lạng Sơn,20,Đình Lập,189,Đình Lập,6628.0
Lạng Sơn,20,Đình Lập,189,Thái Bình,6631.0
Lạng Sơn,20,Đình Lập,189,Cường Lợi,6634.0
Lạng Sơn,20,Đình Lập,189,Châu Sơn,6637.0
Lạng Sơn,20,Đình Lập,189,Lâm Ca,6640.0
Lạng Sơn,20,Đình Lập,189,Đồng Thắng,6643.0
Lạng Sơn,20,Đình Lập,189,Bắc Lãng,6646.0
Quảng Ninh,22,Hạ Long,193,Hà Khánh,6649.0
Quảng Ninh,22,Hạ Long,193,Hà Phong,6652.0
Quảng Ninh,22,Hạ Long,193,Hà Khẩu,6655.0
Quảng Ninh,22,Hạ Long,193,Cao Xanh,6658.0
Quảng Ninh,22,Hạ Long,193,Giếng Đáy,6661.0
Quảng Ninh,22,Hạ Long,193,Hà Tu,6664.0
Quảng Ninh,22,Hạ Long,193,Hà Trung,6667.0
Quảng Ninh,22,Hạ Long,193,Hà Lầm,6670.0
Quảng Ninh,22,Hạ Long,193,Bãi Cháy,6673.0
Quảng Ninh,22,Hạ Long,193,Cao Thắng,6676.0
Quảng Ninh,22,Hạ Long,193,Hùng Thắng,6679.0
Quảng Ninh,22,Hạ Long,193,Yết Kiêu,6682.0
Quảng Ninh,22,Hạ Long,193,Trần Hưng Đạo,6685.0
Quảng Ninh,22,Hạ Long,193,Hồng Hải,6688.0
Quảng Ninh,22,Hạ Long,193,Hồng Gai,6691.0
Quảng Ninh,22,Hạ Long,193,Bạch Đằng,6694.0
Quảng Ninh,22,Hạ Long,193,Hồng Hà,6697.0
Quảng Ninh,22,Hạ Long,193,Tuần Châu,6700.0
Quảng Ninh,22,Hạ Long,193,Việt Hưng,6703.0
Quảng Ninh,22,Hạ Long,193,Đại Yên,6706.0
Quảng Ninh,22,Hạ Long,193,Hoành Bồ,7030.0
Quảng Ninh,22,Hạ Long,193,Kỳ Thượng,7033.0
Quảng Ninh,22,Hạ Long,193,Đồng Sơn,7036.0
Quảng Ninh,22,Hạ Long,193,Tân Dân,7039.0
Quảng Ninh,22,Hạ Long,193,Đồng Lâm,7042.0
Quảng Ninh,22,Hạ Long,193,Hòa Bình,7045.0
Quảng Ninh,22,Hạ Long,193,Vũ Oai,7048.0
Quảng Ninh,22,Hạ Long,193,Dân Chủ,7051.0
Quảng Ninh,22,Hạ Long,193,Quảng La,7054.0
Quảng Ninh,22,Hạ Long,193,Bằng Cả,7057.0
Quảng Ninh,22,Hạ Long,193,Thống Nhất,7060.0
Quảng Ninh,22,Hạ Long,193,Sơn Dương,7063.0
Quảng Ninh,22,Hạ Long,193,Lê Lợi,7066.0
Quảng Ninh,22,Móng Cái,194,Ka Long,6709.0
Quảng Ninh,22,Móng Cái,194,Trần Phú,6712.0
Quảng Ninh,22,Móng Cái,194,Ninh Dương,6715.0
Quảng Ninh,22,Móng Cái,194,Hoà Lạc,6718.0
Quảng Ninh,22,Móng Cái,194,Trà Cổ,6721.0
Quảng Ninh,22,Móng Cái,194,Hải Sơn,6724.0
Quảng Ninh,22,Móng Cái,194,Bắc Sơn,6727.0
Quảng Ninh,22,Móng Cái,194,Hải Đông,6730.0
Quảng Ninh,22,Móng Cái,194,Hải Tiến,6733.0
Quảng Ninh,22,Móng Cái,194,Hải Yên,6736.0
Quảng Ninh,22,Móng Cái,194,Quảng Nghĩa,6739.0
Quảng Ninh,22,Móng Cái,194,Hải Hoà,6742.0
Quảng Ninh,22,Móng Cái,194,Hải Xuân,6745.0
Quảng Ninh,22,Móng Cái,194,Vạn Ninh,6748.0
Quảng Ninh,22,Móng Cái,194,Bình Ngọc,6751.0
Quảng Ninh,22,Móng Cái,194,Vĩnh Trung,6754.0
Quảng Ninh,22,Móng Cái,194,Vĩnh Thực,6757.0
Quảng Ninh,22,Cẩm Phả,195,Mông Dương,6760.0
Quảng Ninh,22,Cẩm Phả,195,Cửa Ông,6763.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Sơn,6766.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Đông,6769.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Phú,6772.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Tây,6775.0
Quảng Ninh,22,Cẩm Phả,195,Quang Hanh,6778.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Thịnh,6781.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Thủy,6784.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Thạch,6787.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Thành,6790.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Trung,6793.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Bình,6796.0
Quảng Ninh,22,Cẩm Phả,195,Cộng Hòa,6799.0
Quảng Ninh,22,Cẩm Phả,195,Cẩm Hải,6802.0
Quảng Ninh,22,Cẩm Phả,195,Dương Huy,6805.0
Quảng Ninh,22,Uông Bí,196,Vàng Danh,6808.0
Quảng Ninh,22,Uông Bí,196,Thanh Sơn,6811.0
Quảng Ninh,22,Uông Bí,196,Bắc Sơn,6814.0
Quảng Ninh,22,Uông Bí,196,Quang Trung,6817.0
Quảng Ninh,22,Uông Bí,196,Trưng Vương,6820.0
Quảng Ninh,22,Uông Bí,196,Nam Khê,6823.0
Quảng Ninh,22,Uông Bí,196,Yên Thanh,6826.0
Quảng Ninh,22,Uông Bí,196,Thượng Yên Công,6829.0
Quảng Ninh,22,Uông Bí,196,Phương Đông,6832.0
Quảng Ninh,22,Uông Bí,196,Phương Nam,6835.0
Quảng Ninh,22,Bình Liêu,198,Bình Liêu,6838.0
Quảng Ninh,22,Bình Liêu,198,Hoành Mô,6841.0
Quảng Ninh,22,Bình Liêu,198,Đồng Tâm,6844.0
Quảng Ninh,22,Bình Liêu,198,Đồng Văn,6847.0
Quảng Ninh,22,Bình Liêu,198,Vô Ngại,6853.0
Quảng Ninh,22,Bình Liêu,198,Lục Hồn,6856.0
Quảng Ninh,22,Bình Liêu,198,Húc Động,6859.0
Quảng Ninh,22,Tiên Yên,199,Tiên Yên,6862.0
Quảng Ninh,22,Tiên Yên,199,Hà Lâu,6865.0
Quảng Ninh,22,Tiên Yên,199,Đại Dực,6868.0
Quảng Ninh,22,Tiên Yên,199,Phong Dụ,6871.0
Quảng Ninh,22,Tiên Yên,199,Điền Xá,6874.0
Quảng Ninh,22,Tiên Yên,199,Đông Ngũ,6877.0
Quảng Ninh,22,Tiên Yên,199,Yên Than,6880.0
Quảng Ninh,22,Tiên Yên,199,Đông Hải,6883.0
Quảng Ninh,22,Tiên Yên,199,Hải Lạng,6886.0
Quảng Ninh,22,Tiên Yên,199,Tiên Lãng,6889.0
Quảng Ninh,22,Tiên Yên,199,Đồng Rui,6892.0
Quảng Ninh,22,Đầm Hà,200,Đầm Hà,6895.0
Quảng Ninh,22,Đầm Hà,200,Quảng Lâm,6898.0
Quảng Ninh,22,Đầm Hà,200,Quảng An,6901.0
Quảng Ninh,22,Đầm Hà,200,Tân Bình,6904.0
Quảng Ninh,22,Đầm Hà,200,Dực Yên,6910.0
Quảng Ninh,22,Đầm Hà,200,Quảng Tân,6913.0
Quảng Ninh,22,Đầm Hà,200,Đầm Hà,6916.0
Quảng Ninh,22,Đầm Hà,200,Tân Lập,6917.0
Quảng Ninh,22,Đầm Hà,200,Đại Bình,6919.0
Quảng Ninh,22,Hải Hà,201,Quảng Hà,6922.0
Quảng Ninh,22,Hải Hà,201,Quảng Đức,6925.0
Quảng Ninh,22,Hải Hà,201,Quảng Sơn,6928.0
Quảng Ninh,22,Hải Hà,201,Quảng Thành,6931.0
Quảng Ninh,22,Hải Hà,201,Quảng Thịnh,6937.0
Quảng Ninh,22,Hải Hà,201,Quảng Minh,6940.0
Quảng Ninh,22,Hải Hà,201,Quảng Chính,6943.0
Quảng Ninh,22,Hải Hà,201,Quảng Long,6946.0
Quảng Ninh,22,Hải Hà,201,Đường Hoa,6949.0
Quảng Ninh,22,Hải Hà,201,Quảng Phong,6952.0
Quảng Ninh,22,Hải Hà,201,Cái Chiên,6967.0
Quảng Ninh,22,Ba Chẽ,202,Ba Chẽ,6970.0
Quảng Ninh,22,Ba Chẽ,202,Thanh Sơn,6973.0
Quảng Ninh,22,Ba Chẽ,202,Thanh Lâm,6976.0
Quảng Ninh,22,Ba Chẽ,202,Đạp Thanh,6979.0
Quảng Ninh,22,Ba Chẽ,202,Nam Sơn,6982.0
Quảng Ninh,22,Ba Chẽ,202,Lương Mông,6985.0
Quảng Ninh,22,Ba Chẽ,202,Đồn Đạc,6988.0
Quảng Ninh,22,Ba Chẽ,202,Minh Cầm,6991.0
Quảng Ninh,22,Vân Đồn,203,Cái Rồng,6994.0
Quảng Ninh,22,Vân Đồn,203,Đài Xuyên,6997.0
Quảng Ninh,22,Vân Đồn,203,Bình Dân,7000.0
Quảng Ninh,22,Vân Đồn,203,Vạn Yên,7003.0
Quảng Ninh,22,Vân Đồn,203,Minh Châu,7006.0
Quảng Ninh,22,Vân Đồn,203,Đoàn Kết,7009.0
Quảng Ninh,22,Vân Đồn,203,Hạ Long,7012.0
Quảng Ninh,22,Vân Đồn,203,Đông Xá,7015.0
Quảng Ninh,22,Vân Đồn,203,Bản Sen,7018.0
Quảng Ninh,22,Vân Đồn,203,Thắng Lợi,7021.0
Quảng Ninh,22,Vân Đồn,203,Quan Lạn,7024.0
Quảng Ninh,22,Vân Đồn,203,Ngọc Vừng,7027.0
Quảng Ninh,22,Đông Triều,205,Mạo Khê,7069.0
Quảng Ninh,22,Đông Triều,205,Đông Triều,7072.0
Quảng Ninh,22,Đông Triều,205,An Sinh,7075.0
Quảng Ninh,22,Đông Triều,205,Tràng Lương,7078.0
Quảng Ninh,22,Đông Triều,205,Bình Khê,7081.0
Quảng Ninh,22,Đông Triều,205,Việt Dân,7084.0
Quảng Ninh,22,Đông Triều,205,Tân Việt,7087.0
Quảng Ninh,22,Đông Triều,205,Bình Dương,7090.0
Quảng Ninh,22,Đông Triều,205,Đức Chính,7093.0
Quảng Ninh,22,Đông Triều,205,Tràng An,7096.0
Quảng Ninh,22,Đông Triều,205,Nguyễn Huệ,7099.0
Quảng Ninh,22,Đông Triều,205,Thủy An,7102.0
Quảng Ninh,22,Đông Triều,205,Xuân Sơn,7105.0
Quảng Ninh,22,Đông Triều,205,Hồng Thái Tây,7108.0
Quảng Ninh,22,Đông Triều,205,Hồng Thái Đông,7111.0
Quảng Ninh,22,Đông Triều,205,Hoàng Quế,7114.0
Quảng Ninh,22,Đông Triều,205,Yên Thọ,7117.0
Quảng Ninh,22,Đông Triều,205,Hồng Phong,7120.0
Quảng Ninh,22,Đông Triều,205,Kim Sơn,7123.0
Quảng Ninh,22,Đông Triều,205,Hưng Đạo,7126.0
Quảng Ninh,22,Đông Triều,205,Yên Đức,7129.0
Quảng Ninh,22,Quảng Yên,206,Quảng Yên,7132.0
Quảng Ninh,22,Quảng Yên,206,Đông Mai,7135.0
Quảng Ninh,22,Quảng Yên,206,Minh Thành,7138.0
Quảng Ninh,22,Quảng Yên,206,Sông Khoai,7144.0
Quảng Ninh,22,Quảng Yên,206,Hiệp Hòa,7147.0
Quảng Ninh,22,Quảng Yên,206,Cộng Hòa,7150.0
Quảng Ninh,22,Quảng Yên,206,Tiền An,7153.0
Quảng Ninh,22,Quảng Yên,206,Hoàng Tân,7156.0
Quảng Ninh,22,Quảng Yên,206,Tân An,7159.0
Quảng Ninh,22,Quảng Yên,206,Yên Giang,7162.0
Quảng Ninh,22,Quảng Yên,206,Nam Hoà,7165.0
Quảng Ninh,22,Quảng Yên,206,Hà An,7168.0
Quảng Ninh,22,Quảng Yên,206,Cẩm La,7171.0
Quảng Ninh,22,Quảng Yên,206,Phong Hải,7174.0
Quảng Ninh,22,Quảng Yên,206,Yên Hải,7177.0
Quảng Ninh,22,Quảng Yên,206,Liên Hòa,7180.0
Quảng Ninh,22,Quảng Yên,206,Phong Cốc,7183.0
Quảng Ninh,22,Quảng Yên,206,Liên Vị,7186.0
Quảng Ninh,22,Quảng Yên,206,Tiền Phong,7189.0
Quảng Ninh,22,Cô Tô,207,Cô Tô,7192.0
Quảng Ninh,22,Cô Tô,207,Đồng Tiến,7195.0
Quảng Ninh,22,Cô Tô,207,Thanh Lân,7198.0
Bắc Giang,24,Bắc Giang,213,Thọ Xương,7201.0
Bắc Giang,24,Bắc Giang,213,Trần Nguyên Hãn,7204.0
Bắc Giang,24,Bắc Giang,213,Ngô Quyền,7207.0
Bắc Giang,24,Bắc Giang,213,Hoàng Văn Thụ,7210.0
Bắc Giang,24,Bắc Giang,213,Trần Phú,7213.0
Bắc Giang,24,Bắc Giang,213,Mỹ Độ,7216.0
Bắc Giang,24,Bắc Giang,213,Lê Lợi,7219.0
Bắc Giang,24,Bắc Giang,213,Song Mai,7222.0
Bắc Giang,24,Bắc Giang,213,Xương Giang,7225.0
Bắc Giang,24,Bắc Giang,213,Đa Mai,7228.0
Bắc Giang,24,Bắc Giang,213,Dĩnh Kế,7231.0
Bắc Giang,24,Bắc Giang,213,Dĩnh Trì,7441.0
Bắc Giang,24,Bắc Giang,213,Tân Mỹ,7687.0
Bắc Giang,24,Bắc Giang,213,Đồng Sơn,7696.0
Bắc Giang,24,Bắc Giang,213,Tân Tiến,7699.0
Bắc Giang,24,Bắc Giang,213,Song Khê,7705.0
Bắc Giang,24,Yên Thế,215,Đồng Tiến,7243.0
Bắc Giang,24,Yên Thế,215,Canh Nậu,7246.0
Bắc Giang,24,Yên Thế,215,Xuân Lương,7249.0
Bắc Giang,24,Yên Thế,215,Tam Tiến,7252.0
Bắc Giang,24,Yên Thế,215,Đồng Vương,7255.0
Bắc Giang,24,Yên Thế,215,Đồng Hưu,7258.0
Bắc Giang,24,Yên Thế,215,Đồng Tâm,7260.0
Bắc Giang,24,Yên Thế,215,Tam Hiệp,7261.0
Bắc Giang,24,Yên Thế,215,Tiến Thắng,7264.0
Bắc Giang,24,Yên Thế,215,Hồng Kỳ,7267.0
Bắc Giang,24,Yên Thế,215,Đồng Lạc,7270.0
Bắc Giang,24,Yên Thế,215,Đông Sơn,7273.0
Bắc Giang,24,Yên Thế,215,Tân Hiệp,7276.0
Bắc Giang,24,Yên Thế,215,Hương Vĩ,7279.0
Bắc Giang,24,Yên Thế,215,Đồng Kỳ,7282.0
Bắc Giang,24,Yên Thế,215,An Thượng,7285.0
Bắc Giang,24,Yên Thế,215,Phồn Xương,7288.0
Bắc Giang,24,Yên Thế,215,Tân Sỏi,7291.0
Bắc Giang,24,Yên Thế,215,Bố Hạ,7294.0
Bắc Giang,24,Tân Yên,216,Lan Giới,7303.0
Bắc Giang,24,Tân Yên,216,Nhã Nam,7306.0
Bắc Giang,24,Tân Yên,216,Tân Trung,7309.0
Bắc Giang,24,Tân Yên,216,Đại Hóa,7312.0
Bắc Giang,24,Tân Yên,216,Quang Tiến,7315.0
Bắc Giang,24,Tân Yên,216,Phúc Sơn,7318.0
Bắc Giang,24,Tân Yên,216,An Dương,7321.0
Bắc Giang,24,Tân Yên,216,Phúc Hòa,7324.0
Bắc Giang,24,Tân Yên,216,Liên Sơn,7327.0
Bắc Giang,24,Tân Yên,216,Hợp Đức,7330.0
Bắc Giang,24,Tân Yên,216,Lam Cốt,7333.0
Bắc Giang,24,Tân Yên,216,Cao Xá,7336.0
Bắc Giang,24,Tân Yên,216,Cao Thượng,7339.0
Bắc Giang,24,Tân Yên,216,Việt Ngọc,7342.0
Bắc Giang,24,Tân Yên,216,Song Vân,7345.0
Bắc Giang,24,Tân Yên,216,Ngọc Châu,7348.0
Bắc Giang,24,Tân Yên,216,Ngọc Vân,7351.0
Bắc Giang,24,Tân Yên,216,Việt Lập,7354.0
Bắc Giang,24,Tân Yên,216,Liên Chung,7357.0
Bắc Giang,24,Tân Yên,216,Ngọc Thiện,7360.0
Bắc Giang,24,Tân Yên,216,Ngọc Lý,7363.0
Bắc Giang,24,Tân Yên,216,Quế Nham,7366.0
Bắc Giang,24,Lạng Giang,217,Vôi,7375.0
Bắc Giang,24,Lạng Giang,217,Nghĩa Hòa,7378.0
Bắc Giang,24,Lạng Giang,217,Nghĩa Hưng,7381.0
Bắc Giang,24,Lạng Giang,217,Quang Thịnh,7384.0
Bắc Giang,24,Lạng Giang,217,Hương Sơn,7387.0
Bắc Giang,24,Lạng Giang,217,Đào Mỹ,7390.0
Bắc Giang,24,Lạng Giang,217,Tiên Lục,7393.0
Bắc Giang,24,Lạng Giang,217,An Hà,7396.0
Bắc Giang,24,Lạng Giang,217,Kép,7399.0
Bắc Giang,24,Lạng Giang,217,Mỹ Hà,7402.0
Bắc Giang,24,Lạng Giang,217,Hương Lạc,7405.0
Bắc Giang,24,Lạng Giang,217,Dương Đức,7408.0
Bắc Giang,24,Lạng Giang,217,Tân Thanh,7411.0
Bắc Giang,24,Lạng Giang,217,Yên Mỹ,7414.0
Bắc Giang,24,Lạng Giang,217,Tân Hưng,7417.0
Bắc Giang,24,Lạng Giang,217,Mỹ Thái,7420.0
Bắc Giang,24,Lạng Giang,217,Xương Lâm,7426.0
Bắc Giang,24,Lạng Giang,217,Xuân Hương,7429.0
Bắc Giang,24,Lạng Giang,217,Tân Dĩnh,7432.0
Bắc Giang,24,Lạng Giang,217,Đại Lâm,7435.0
Bắc Giang,24,Lạng Giang,217,Thái Đào,7438.0
Bắc Giang,24,Lục Nam,218,Đồi Ngô,7444.0
Bắc Giang,24,Lục Nam,218,Đông Hưng,7450.0
Bắc Giang,24,Lục Nam,218,Đông Phú,7453.0
Bắc Giang,24,Lục Nam,218,Tam Dị,7456.0
Bắc Giang,24,Lục Nam,218,Bảo Sơn,7459.0
Bắc Giang,24,Lục Nam,218,Bảo Đài,7462.0
Bắc Giang,24,Lục Nam,218,Thanh Lâm,7465.0
Bắc Giang,24,Lục Nam,218,Tiên Nha,7468.0
Bắc Giang,24,Lục Nam,218,Trường Giang,7471.0
Bắc Giang,24,Lục Nam,218,Phương Sơn,7477.0
Bắc Giang,24,Lục Nam,218,Chu Điện,7480.0
Bắc Giang,24,Lục Nam,218,Cương Sơn,7483.0
Bắc Giang,24,Lục Nam,218,Nghĩa Phương,7486.0
Bắc Giang,24,Lục Nam,218,Vô Tranh,7489.0
Bắc Giang,24,Lục Nam,218,Bình Sơn,7492.0
Bắc Giang,24,Lục Nam,218,Lan Mẫu,7495.0
Bắc Giang,24,Lục Nam,218,Yên Sơn,7498.0
Bắc Giang,24,Lục Nam,218,Khám Lạng,7501.0
Bắc Giang,24,Lục Nam,218,Huyền Sơn,7504.0
Bắc Giang,24,Lục Nam,218,Trường Sơn,7507.0
Bắc Giang,24,Lục Nam,218,Lục Sơn,7510.0
Bắc Giang,24,Lục Nam,218,Bắc Lũng,7513.0
Bắc Giang,24,Lục Nam,218,Vũ Xá,7516.0
Bắc Giang,24,Lục Nam,218,Cẩm Lý,7519.0
Bắc Giang,24,Lục Nam,218,Đan Hội,7522.0
Bắc Giang,24,Lục Ngạn,219,Chũ,7525.0
Bắc Giang,24,Lục Ngạn,219,Cấm Sơn,7528.0
Bắc Giang,24,Lục Ngạn,219,Tân Sơn,7531.0
Bắc Giang,24,Lục Ngạn,219,Phong Minh,7534.0
Bắc Giang,24,Lục Ngạn,219,Phong Vân,7537.0
Bắc Giang,24,Lục Ngạn,219,Xa Lý,7540.0
Bắc Giang,24,Lục Ngạn,219,Hộ Đáp,7543.0
Bắc Giang,24,Lục Ngạn,219,Sơn Hải,7546.0
Bắc Giang,24,Lục Ngạn,219,Thanh Hải,7549.0
Bắc Giang,24,Lục Ngạn,219,Kiên Lao,7552.0
Bắc Giang,24,Lục Ngạn,219,Biên Sơn,7555.0
Bắc Giang,24,Lục Ngạn,219,Kiên Thành,7558.0
Bắc Giang,24,Lục Ngạn,219,Hồng Giang,7561.0
Bắc Giang,24,Lục Ngạn,219,Kim Sơn,7564.0
Bắc Giang,24,Lục Ngạn,219,Tân Hoa,7567.0
Bắc Giang,24,Lục Ngạn,219,Giáp Sơn,7570.0
Bắc Giang,24,Lục Ngạn,219,Biển Động,7573.0
Bắc Giang,24,Lục Ngạn,219,Quý Sơn,7576.0
Bắc Giang,24,Lục Ngạn,219,Trù Hựu,7579.0
Bắc Giang,24,Lục Ngạn,219,Phì Điền,7582.0
Bắc Giang,24,Lục Ngạn,219,Tân Quang,7588.0
Bắc Giang,24,Lục Ngạn,219,Đồng Cốc,7591.0
Bắc Giang,24,Lục Ngạn,219,Tân Lập,7594.0
Bắc Giang,24,Lục Ngạn,219,Phú Nhuận,7597.0
Bắc Giang,24,Lục Ngạn,219,Mỹ An,7600.0
Bắc Giang,24,Lục Ngạn,219,Nam Dương,7603.0
Bắc Giang,24,Lục Ngạn,219,Tân Mộc,7606.0
Bắc Giang,24,Lục Ngạn,219,Đèo Gia,7609.0
Bắc Giang,24,Lục Ngạn,219,Phượng Sơn,7612.0
Bắc Giang,24,Sơn Động,220,An Châu,7615.0
Bắc Giang,24,Sơn Động,220,Tây Yên Tử,7616.0
Bắc Giang,24,Sơn Động,220,Vân Sơn,7621.0
Bắc Giang,24,Sơn Động,220,Hữu Sản,7624.0
Bắc Giang,24,Sơn Động,220,Đại Sơn,7627.0
Bắc Giang,24,Sơn Động,220,Phúc Sơn,7630.0
Bắc Giang,24,Sơn Động,220,Giáo Liêm,7636.0
Bắc Giang,24,Sơn Động,220,Cẩm Đàn,7642.0
