iter	RMSE
749	1.167679765
750	1.167332179
751	1.167190883
752	1.167111845
753	1.166963083
754	1.166822231
755	1.166445743
756	1.166140844
757	1.16588339
758	1.165716319
759	1.16551912
760	1.165296421
761	1.165029505
762	1.164870082
763	1.164723835
764	1.164205567
765	1.163999384
766	1.163716075
767	1.163464808
768	1.163206851
769	1.163079564
770	1.16289369
771	1.162720465
772	1.162516792
773	1.162271664
774	1.161989378
775	1.161814357
776	1.16161682
777	1.161357534
778	1.161237469
779	1.16106947
780	1.160892114
781	1.160717281
782	1.160386961
783	1.160001126
784	1.159754999
785	1.15952495
786	1.159428941
787	1.159282135
788	1.159120667
789	1.158905621
790	1.158655475
791	1.158466865
792	1.158346576
793	1.158130817
794	1.15792731
795	1.157738125
796	1.157590763
797	1.157445755
798	1.15727007
799	1.157155142
800	1.157043718
801	1.156742075
802	1.156528659
803	1.15623981
804	1.155952994
805	1.155437771
806	1.155256015
807	1.155222491
808	1.154897338
809	1.154413924
810	1.154196653
811	1.153868279
812	1.153675708
813	1.153509212
814	1.153440432
815	1.153299317
816	1.153059293
817	1.152801876
818	1.152612544
819	1.152443493
820	1.152282915
821	1.151987414
822	1.151713764
823	1.151292708
824	1.151083431
825	1.150828148
826	1.150610849
827	1.150471728
828	1.150285141
829	1.149858047
830	1.149702351
831	1.149612544
832	1.149343605
833	1.148935617
834	1.148907927
835	1.148792034
836	1.148627643
837	1.148490113
838	1.148356029
839	1.148198206
840	1.147921618
841	1.147844494
842	1.147779198
843	1.14739153
844	1.147148797
845	1.146957204
846	1.146701689
847	1.146458333
848	1.146177408
849	1.145905262
850	1.145706071
851	1.145309979
852	1.145076919
853	1.14478223
854	1.144506025
855	1.144371421
856	1.144179728
857	1.144067978
858	1.143989794
859	1.143904303
860	1.143607608
861	1.143427095
862	1.143302165
863	1.143233874
864	1.14299583
865	1.142899215
866	1.142778137
867	1.142615757
868	1.142483648
869	1.142226391
870	1.14195452
871	1.141674338
872	1.14147847
873	1.141239229
874	1.141130237
875	1.140863474
876	1.14072308
877	1.140594575
878	1.140478035
879	1.140314046
880	1.140141862
881	1.140075114
882	1.139835659
883	1.139700661
884	1.139636488
885	1.139539669
886	1.139390302
887	1.139242842
888	1.139092724
889	1.138732605
890	1.138540749
891	1.138408083
892	1.13823816
893	1.13810742
894	1.137852422
895	1.137684787
896	1.137533599
897	1.137417685
898	1.13736998
899	1.137050013
900	1.136862029
901	1.136652908
902	1.13639065
903	1.136160577
904	1.135962957
905	1.135841881
906	1.135642136
907	1.135424848
908	1.135361719
909	1.135129168
910	1.134965436
911	1.134830622
912	1.134578098
913	1.134498256
914	1.134332436
915	1.13416194
916	1.13395602
917	1.133735941
918	1.133604401
919	1.133492782
920	1.133282921
921	1.13310834
922	1.132983904
923	1.132813528
924	1.132656975
925	1.132601401
926	1.132435667
927	1.132299148
928	1.132096713
929	1.131996375
930	1.131885979
931	1.131743007
932	1.131710471
933	1.131476674
934	1.131152909
935	1.131003186
936	1.130915838
937	1.130907798
938	1.130781449
939	1.13063345
940	1.130629822
941	1.130473758
942	1.130370811
943	1.130326837
944	1.130200881
945	1.130133851
946	1.130089442
947	1.129959789
948	1.129754076
949	1.129541906
950	1.129340188
951	1.129235327
952	1.129134593
953	1.12888775
954	1.128723582
955	1.128586828
956	1.128461794
957	1.128319479
958	1.128151604
959	1.128014755
960	1.127850984
961	1.127626997
962	1.127580409
963	1.127506325
964	1.127326609
965	1.127154144
966	1.127025472
967	1.126840411
968	1.126657163
969	1.126532844
970	1.126218247
971	1.126011433
972	1.125812129
973	1.125612406
974	1.125417344
975	1.125156147
976	1.124967946
977	1.124793102
978	1.124673123
979	1.124574199
980	1.124465918
981	1.124357809
982	1.124131958
983	1.123880474
984	1.123693341
985	1.123481587
986	1.123315848
987	1.123160094
988	1.123151489
989	1.122773857
990	1.122556613
991	1.122400893
992	1.122349689
993	1.122102324
994	1.121814437
995	1.121564189
996	1.121289016
997	1.121165175
998	1.120946342
999	1.120805835
