Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Ma_TP,Ma_QH,Ma_PX
72.0,4.5,6.0,4.0,4.0,3.0,9.8,1.0,8.0,313.0
30.0,3.2,6.0,4.0,4.0,4.0,7.98,1.0,1.0,31.0
46.0,4.0,6.0,3.0,3.0,3.0,4.6,79.0,777.0,27448.0
36.0,4.5,6.0,5.0,4.0,3.0,7.99,1.0,8.0,319.0
54.0,4.0,5.0,3.0,5.0,4.0,4.3,79.0,769.0,26797.0
85.0,4.0,6.0,4.0,4.0,5.0,7.8,79.0,766.0,27007.0
32.0,4.0,6.0,5.0,3.0,3.0,5.75,79.0,764.0,26899.0
36.0,4.5,6.0,5.0,3.0,3.0,5.5,1.0,4.0,118.0
22.0,4.5,6.0,3.0,2.0,2.0,1.3,1.0,8.0,301.0
90.0,5.0,5.0,3.0,3.0,3.0,6.0,48.0,492.0,20242.0
30.0,3.5,3.0,4.0,5.0,4.0,4.5,1.0,9.0,364.0
60.4,4.66,6.0,2.0,3.0,2.0,2.6,74.0,724.0,25948.0
55.0,4.0,6.0,4.0,4.0,4.0,6.3,79.0,764.0,26882.0
40.0,3.0,6.0,4.0,4.0,4.0,2.75,1.0,278.0,10135.0
70.0,10.0,3.5,3.0,3.0,4.0,3.99,48.0,490.0,20200.0
36.0,4.5,6.0,5.0,3.0,3.0,4.6,1.0,4.0,148.0
38.0,3.0,3.0,2.0,2.0,2.0,4.65,79.0,765.0,26929.0
54.0,3.5,4.0,2.0,2.0,3.0,4.0,79.0,765.0,26908.0
64.0,3.0,3.0,2.0,3.0,2.0,4.45,79.0,765.0,26908.0
71.0,4.0,8.0,2.0,1.0,2.0,5.9,79.0,765.0,26962.0
27.0,5.0,3.0,2.0,2.0,2.0,3.3,79.0,765.0,26917.0
32.5,4.0,3.0,2.0,2.0,2.0,4.1,79.0,765.0,26917.0
65.0,4.0,8.0,2.0,3.0,2.0,6.4,79.0,767.0,27028.0
60.0,4.5,6.0,3.0,3.0,3.0,5.75,48.0,494.0,20284.0
63.0,3.6,6.0,3.0,2.0,2.0,8.6,1.0,8.0,313.0
48.0,4.5,6.0,4.0,5.0,4.0,5.5,79.0,764.0,26899.0
147.0,9.0,3.0,3.0,4.0,3.0,7.9,1.0,17.0,502.0
37.0,3.5,2.5,6.0,3.0,5.0,6.75,1.0,9.0,364.0
54.0,4.5,6.0,2.0,2.0,2.0,5.25,79.0,769.0,26809.0
66.0,4.5,6.0,2.0,2.0,3.0,3.95,79.0,769.0,26809.0
18.0,4.5,4.0,2.0,2.0,2.0,2.35,79.0,764.0,26881.0
31.0,4.5,6.0,5.0,5.0,5.0,6.4,1.0,268.0,9544.0
78.0,6.0,7.0,3.0,4.0,5.0,8.95,79.0,764.0,26898.0
72.5,4.5,6.0,2.0,3.0,2.0,1.15,80.0,802.0,27964.0
40.0,3.6,4.0,5.0,4.0,3.0,6.4,1.0,8.0,304.0
32.0,4.5,6.0,2.0,2.0,3.0,4.5,1.0,21.0,619.0
54.0,4.5,6.0,4.0,4.0,3.0,5.6,79.0,764.0,26897.0
85.0,4.5,6.0,4.0,4.0,5.0,7.8,79.0,766.0,27007.0
31.0,4.5,6.0,5.0,3.0,3.0,5.0,1.0,9.0,349.0
50.5,4.8,4.0,4.0,4.0,4.0,7.5,79.0,768.0,27073.0
34.0,4.0,6.0,6.0,3.0,4.0,6.75,1.0,268.0,9544.0
34.5,4.0,2.5,4.0,4.0,4.0,2.65,1.0,268.0,9562.0
33.0,5.0,5.0,4.0,3.0,3.0,4.75,1.0,8.0,322.0
33.0,4.5,6.0,5.0,4.0,4.0,3.6,1.0,274.0,9844.0
42.0,4.5,6.0,3.0,3.0,3.0,6.8,1.0,4.0,148.0
100.0,4.5,6.0,3.0,3.0,3.0,3.0,74.0,723.0,25912.0
52.0,4.5,7.0,4.0,4.0,4.0,5.2,79.0,769.0,26803.0
65.2,7.91,3.0,3.0,3.0,3.0,2.45,31.0,312.0,11623.0
72.3,4.5,4.0,3.0,3.0,4.0,6.2,56.0,568.0,22354.0
50.0,5.0,4.0,2.0,2.0,2.0,3.58,79.0,767.0,27013.0
78.0,4.5,6.0,2.0,3.0,3.0,8.3,79.0,764.0,26884.0
30.0,3.0,3.0,4.0,3.0,3.0,4.8,1.0,19.0,632.0
42.0,4.1,2.5,4.0,4.0,3.0,7.6,1.0,19.0,626.0
33.0,6.0,6.0,5.0,4.0,5.0,5.9,1.0,5.0,160.0
66.0,4.5,5.0,3.0,4.0,4.0,2.8,79.0,765.0,26929.0
32.0,3.2,3.0,5.0,4.0,4.0,6.5,1.0,19.0,626.0
64.0,4.0,10.0,1.0,1.0,1.0,7.4,79.0,767.0,27010.0
68.0,4.5,6.0,2.0,3.0,3.0,7.7,79.0,764.0,26884.0
32.0,3.3,2.0,5.0,3.0,4.0,6.5,1.0,19.0,626.0
32.0,5.0,2.5,5.0,3.0,4.0,5.65,1.0,5.0,163.0
32.0,4.5,6.0,5.0,5.0,4.0,7.1,1.0,9.0,364.0
48.0,4.0,2.5,2.0,3.0,2.0,3.25,79.0,769.0,26806.0
80.0,6.0,10.0,2.0,2.0,2.0,7.5,79.0,769.0,26821.0
50.0,5.0,5.0,4.0,4.0,5.0,7.2,79.0,764.0,26876.0
77.2,4.0,12.0,3.0,4.0,4.0,3.75,74.0,725.0,25969.0
30.0,4.0,6.0,5.0,4.0,5.0,6.3,1.0,5.0,157.0
130.0,6.5,6.0,1.0,3.0,1.0,2.03,56.0,574.0,22690.0
81.0,5.0,7.0,2.0,3.0,2.0,3.6,74.0,725.0,25975.0
37.0,4.5,6.0,5.0,3.0,3.0,6.3,79.0,766.0,27007.0
46.0,4.0,4.0,2.0,2.0,2.0,4.95,79.0,764.0,26878.0
68.0,6.0,7.0,2.0,2.0,2.0,1.99,56.0,568.0,22393.0
78.0,6.0,4.0,3.0,2.0,3.0,1.85,56.0,568.0,22390.0
89.4,5.0,16.0,3.0,3.0,3.0,4.3,79.0,764.0,26898.0
65.0,5.0,4.0,2.0,3.0,3.0,7.0,1.0,8.0,304.0
40.0,4.0,5.0,5.0,4.0,4.0,9.65,79.0,768.0,27073.0
39.0,4.3,5.0,4.0,4.0,4.0,6.9,79.0,764.0,26878.0
54.0,5.0,8.0,2.0,2.0,3.0,7.65,1.0,4.0,118.0
210.0,5.0,20.0,1.0,2.0,2.0,2.85,75.0,737.0,26296.0
58.0,5.0,4.0,4.0,4.0,3.0,4.95,79.0,764.0,26878.0
55.5,8.1,6.0,6.0,3.0,3.0,7.8,1.0,4.0,154.0
55.0,5.0,7.0,5.0,6.0,5.0,6.18,79.0,777.0,27436.0
60.0,4.5,6.0,4.0,4.0,5.0,6.7,79.0,764.0,26878.0
44.6,4.0,2.5,3.0,3.0,3.0,3.05,56.0,568.0,22372.0
60.0,4.5,6.0,5.0,3.0,3.0,7.5,33.0,326.0,12031.0
57.2,4.0,4.0,2.0,2.0,2.0,5.1,79.0,764.0,26878.0
50.0,4.0,4.0,4.0,4.0,3.0,5.25,79.0,764.0,26878.0
85.0,6.6,6.0,3.0,3.0,3.0,4.79,1.0,17.0,520.0
100.0,5.0,15.0,3.0,4.0,5.0,7.5,27.0,261.0,9397.0
73.0,7.0,4.0,5.0,5.0,5.0,8.6,79.0,765.0,26917.0
30.0,4.5,6.0,3.0,3.0,3.0,4.5,1.0,9.0,358.0
60.0,4.5,6.0,4.0,4.0,4.0,5.8,79.0,786.0,27655.0
40.0,4.5,7.0,3.0,3.0,3.0,3.7,1.0,274.0,9892.0
48.0,4.0,4.0,3.0,5.0,4.0,7.5,79.0,765.0,26917.0
72.0,4.5,6.0,3.0,1.0,1.0,5.5,79.0,766.0,26992.0
78.0,4.5,6.0,2.0,3.0,2.0,7.4,79.0,767.0,27025.0
56.0,4.5,6.0,3.0,3.0,3.0,5.2,79.0,766.0,26992.0
139.0,11.0,6.0,3.0,1.0,1.0,1.89,80.0,806.0,28114.0
32.0,4.5,6.0,4.0,2.0,3.0,5.2,1.0,8.0,325.0
100.0,5.0,7.5,2.0,3.0,3.0,8.1,48.0,491.0,20225.0
60.0,4.5,6.0,4.0,3.0,4.0,7.5,79.0,765.0,26917.0
24.0,4.5,3.0,2.0,2.0,2.0,2.95,79.0,764.0,26881.0
167.0,5.4,5.0,1.0,3.0,2.0,6.1,75.0,731.0,25996.0
26.0,4.5,6.0,6.0,4.0,4.0,3.7,1.0,268.0,9542.0
68.0,4.5,6.0,2.0,2.0,2.0,6.6,79.0,764.0,26897.0
48.0,4.5,6.0,3.0,4.0,4.0,6.78,79.0,764.0,26882.0
72.5,5.0,20.5,3.0,3.0,3.0,5.7,34.0,336.0,12454.0
48.0,4.5,5.0,2.0,2.0,2.0,4.95,79.0,767.0,27019.0
70.0,4.5,6.0,4.0,4.0,4.0,9.5,79.0,766.0,27004.0
102.0,8.0,6.0,2.0,3.0,3.0,7.0,79.0,764.0,26878.0
52.0,4.5,6.0,3.0,4.0,3.0,7.3,79.0,768.0,27067.0
50.0,4.5,6.0,3.0,3.0,3.0,7.5,1.0,7.0,298.0
32.0,4.5,6.0,4.0,4.0,4.0,4.1,79.0,764.0,26898.0
30.0,3.0,2.0,2.0,2.0,2.0,2.2,1.0,8.0,328.0
50.0,4.5,6.0,3.0,3.0,3.0,1.85,1.0,277.0,10021.0
75.0,4.5,6.0,3.0,2.0,1.0,1.87,66.0,643.0,24139.0
54.0,4.5,6.0,3.0,3.0,3.0,6.0,79.0,767.0,27019.0
67.0,4.5,6.0,5.0,3.0,3.0,7.5,1.0,4.0,118.0
36.4,4.5,6.0,2.0,2.0,2.0,1.28,89.0,883.0,30295.0
60.0,4.5,6.0,3.0,4.0,3.0,4.7,79.0,769.0,26824.0
43.0,4.6,6.0,4.0,3.0,3.0,3.75,1.0,274.0,9835.0
56.0,4.5,5.0,2.0,2.0,2.0,4.6,79.0,767.0,27019.0
67.0,4.5,6.0,3.0,3.0,3.0,7.5,1.0,4.0,118.0
41.8,4.5,6.0,2.0,2.0,2.0,4.8,79.0,764.0,26897.0
40.0,4.0,6.0,3.0,3.0,3.0,4.7,79.0,767.0,27025.0
100.0,5.0,5.5,2.0,3.0,2.0,4.3,48.0,495.0,20314.0
68.0,4.5,4.0,1.0,3.0,2.0,1.8,48.0,497.0,20323.0
55.0,4.5,10.0,3.0,3.0,3.0,8.0,48.0,492.0,20248.0
52.0,4.5,5.0,2.0,2.0,2.0,4.2,79.0,767.0,27022.0
75.0,5.0,6.0,4.0,5.0,3.0,5.8,56.0,568.0,22357.0
70.0,5.0,7.5,3.0,3.0,4.0,5.68,48.0,490.0,20200.0
20.0,3.6,6.0,3.0,3.0,3.0,5.8,1.0,4.0,124.0
155.0,5.0,7.0,2.0,2.0,1.0,1.75,48.0,497.0,20326.0
60.0,4.2,6.0,3.0,4.0,4.0,6.56,79.0,769.0,26809.0
100.0,5.0,6.0,3.0,3.0,3.0,3.1,74.0,723.0,25912.0
57.0,4.5,6.0,1.0,2.0,1.0,1.95,75.0,731.0,26047.0
50.8,4.3,6.0,2.0,2.0,2.0,7.8,79.0,765.0,26959.0
46.8,4.5,6.0,5.0,6.0,7.0,8.3,1.0,5.0,163.0
60.0,4.0,6.0,3.0,4.0,4.0,7.9,79.0,767.0,27013.0
45.0,5.2,10.0,5.0,4.0,4.0,6.5,1.0,20.0,664.0
95.0,4.5,6.0,4.0,4.0,5.0,4.65,79.0,784.0,27562.0
36.0,4.5,6.0,4.0,4.0,3.0,6.0,1.0,9.0,361.0
268.0,6.0,8.0,3.0,5.0,4.0,7.5,66.0,643.0,24130.0
105.0,5.0,7.5,3.0,3.0,4.0,6.9,48.0,490.0,20200.0
66.0,4.0,4.0,4.0,4.0,5.0,7.2,79.0,764.0,26881.0
49.1,3.46,7.0,4.0,4.0,4.0,4.2,56.0,568.0,22378.0
186.0,4.5,6.0,2.0,3.0,1.0,2.2,49.0,502.0,20347.0
80.0,4.5,10.0,3.0,5.0,4.0,6.5,79.0,786.0,27655.0
52.0,12.0,12.0,3.0,4.0,5.0,5.5,79.0,786.0,27643.0
42.0,4.5,6.0,2.0,2.0,2.0,5.0,79.0,765.0,26920.0
85.0,5.0,5.5,4.0,4.0,6.0,5.75,48.0,490.0,20200.0
42.0,4.5,6.0,5.0,4.0,4.0,7.8,79.0,765.0,26914.0
42.0,4.5,5.0,4.0,4.0,3.0,5.8,79.0,764.0,26898.0
43.0,4.5,3.0,2.0,2.0,1.0,4.8,79.0,769.0,26824.0
83.0,4.0,6.0,3.0,3.0,3.0,4.3,79.0,769.0,26797.0
42.0,4.5,6.0,3.0,9.0,9.0,8.5,1.0,19.0,626.0
143.0,6.0,6.0,3.0,7.0,7.0,3.1,48.0,490.0,20194.0
36.0,3.5,6.0,5.0,6.0,7.0,7.85,1.0,5.0,166.0
100.0,4.5,6.0,2.0,3.0,2.0,2.0,74.0,721.0,25849.0
120.0,4.5,6.0,2.0,4.0,5.0,2.5,74.0,718.0,25771.0
45.0,5.0,6.0,5.0,6.0,3.0,6.2,1.0,8.0,325.0
127.3,4.0,6.0,2.0,3.0,2.0,4.6,74.0,724.0,25957.0
35.0,8.5,6.0,4.0,4.0,3.0,7.2,1.0,268.0,9544.0
242.0,32.0,32.0,3.0,3.0,4.0,5.6,82.0,821.0,28534.0
102.0,6.0,6.0,3.0,3.0,3.0,3.2,75.0,731.0,26374.0
43.0,3.0,6.0,4.0,4.0,3.0,7.0,1.0,268.0,9556.0
36.0,4.5,6.0,5.0,4.0,4.0,9.8,1.0,268.0,9551.0
60.0,3.8,6.0,3.0,3.0,3.0,9.3,79.0,766.0,26974.0
35.0,4.5,6.0,5.0,6.0,3.0,6.6,1.0,4.0,139.0
30.0,4.5,2.0,3.0,2.0,1.0,1.35,56.0,568.0,22357.0
74.0,4.0,4.0,1.0,2.0,2.0,4.5,79.0,769.0,26827.0
35.0,4.5,6.0,6.0,5.0,5.0,6.9,1.0,20.0,646.0
25.1,3.1,20.0,3.0,2.0,2.0,4.3,56.0,568.0,22327.0
41.0,4.0,4.0,3.0,4.0,3.0,3.9,79.0,777.0,27463.0
55.4,4.4,4.0,2.0,2.0,2.0,3.6,48.0,493.0,20278.0
147.0,4.5,6.0,3.0,3.0,3.0,10.0,74.0,718.0,25750.0
35.0,4.5,3.5,1.0,2.0,1.0,5.04,1.0,4.0,127.0
39.0,6.0,6.0,3.0,5.0,3.0,4.35,1.0,9.0,364.0
91.0,5.0,20.0,4.0,5.0,6.0,9.0,22.0,193.0,6679.0
68.0,4.5,3.0,5.0,4.0,3.0,7.6,1.0,4.0,124.0
38.0,4.5,6.0,4.0,4.0,3.0,5.7,79.0,764.0,26884.0
52.0,4.5,6.0,4.0,4.0,3.0,6.9,1.0,6.0,202.0
191.0,8.0,8.0,3.0,3.0,2.0,9.5,79.0,784.0,27589.0
67.0,5.0,6.0,5.0,3.0,3.0,7.5,1.0,4.0,118.0
38.0,4.5,6.0,4.0,3.0,3.0,5.8,1.0,7.0,295.0
577.6,4.5,6.0,1.0,1.0,1.0,2.0,84.0,847.0,29392.0
43.0,10.0,6.0,3.0,3.0,3.0,1.3,24.0,213.0,7207.0
127.3,4.0,8.0,2.0,3.0,2.0,4.6,74.0,724.0,25957.0
65.0,6.0,3.0,1.0,2.0,1.0,1.7,75.0,731.0,26068.0
64.0,5.5,2.5,5.0,5.0,3.0,6.95,1.0,8.0,331.0
27.8,4.13,13.0,3.0,2.0,2.0,4.5,56.0,568.0,22366.0
31.0,4.5,6.0,5.0,3.0,4.0,4.35,1.0,8.0,328.0
50.0,4.2,4.0,3.0,3.0,3.0,3.3,31.0,303.0,11314.0
31.0,3.3,2.5,5.0,4.0,4.0,5.8,1.0,268.0,9544.0
99.0,5.0,3.0,1.0,3.0,3.0,6.96,79.0,769.0,26812.0
125.0,5.0,5.0,2.0,3.0,2.0,4.2,66.0,643.0,24136.0
240.0,4.5,6.0,3.0,3.0,3.0,9.6,52.0,548.0,21898.0
50.0,3.8,3.0,5.0,5.0,4.0,6.2,1.0,5.0,157.0
40.0,4.5,6.0,1.0,2.0,2.0,2.0,79.0,777.0,27454.0
108.8,5.45,13.0,3.0,3.0,4.0,8.9,56.0,568.0,22357.0
35.0,4.0,3.0,2.0,3.0,3.0,3.6,1.0,268.0,9886.0
75.0,4.5,25.0,2.0,4.0,3.0,1.8,74.0,719.0,25822.0
225.0,4.5,6.0,3.0,2.0,3.0,7.8,52.0,548.0,21898.0
58.5,4.5,10.0,3.0,3.0,3.0,4.8,56.0,568.0,22378.0
33.0,4.5,6.0,4.0,2.0,3.0,4.85,79.0,764.0,26884.0
80.0,6.9,5.5,3.0,2.0,1.0,5.5,79.0,769.0,26809.0
21.0,4.5,6.0,2.0,2.0,2.0,3.2,79.0,766.0,26992.0
68.8,4.3,5.0,5.0,4.0,5.0,7.5,79.0,764.0,26898.0
60.0,5.0,6.0,5.0,5.0,3.0,8.0,1.0,19.0,632.0
52.0,5.0,6.0,4.0,4.0,4.0,6.4,79.0,769.0,26806.0
70.0,4.5,5.0,3.0,4.0,3.0,6.8,79.0,764.0,26898.0
45.0,4.0,3.0,1.0,2.0,2.0,3.5,79.0,767.0,27013.0
32.0,3.5,3.0,4.0,3.0,3.0,4.9,1.0,8.0,328.0
32.0,4.0,3.0,2.0,2.0,2.0,3.33,79.0,767.0,27010.0
112.5,5.0,7.5,3.0,3.0,3.0,7.5,48.0,495.0,20314.0
50.0,4.5,6.0,3.0,1.0,3.0,10.0,1.0,268.0,9886.0
75.0,4.5,5.5,2.0,2.0,2.0,3.65,48.0,491.0,20206.0
37.0,4.5,6.0,6.0,3.0,3.0,7.9,1.0,4.0,133.0
37.0,4.5,5.0,2.0,3.0,3.0,3.7,79.0,764.0,26876.0
150.0,5.0,6.0,3.0,6.0,6.0,1.46,79.0,783.0,27553.0
38.4,3.2,6.0,5.0,4.0,3.0,6.1,79.0,766.0,27004.0
68.0,4.5,6.0,5.0,5.0,6.0,7.9,79.0,764.0,26876.0
31.64,3.0,6.0,2.0,2.0,2.0,7.1,79.0,766.0,26983.0
48.5,4.0,7.0,1.0,2.0,1.0,2.3,74.0,724.0,25948.0
65.0,4.5,6.0,3.0,4.0,3.0,7.9,79.0,767.0,27010.0
48.0,4.0,5.0,5.0,4.0,4.0,7.0,1.0,8.0,307.0
96.6,13.0,14.0,3.0,3.0,3.0,7.9,56.0,568.0,22357.0
100.0,5.0,7.5,2.0,3.0,3.0,5.3,48.0,495.0,20314.0
126.0,4.5,6.0,3.0,3.0,3.0,5.3,46.0,474.0,19815.0
40.0,4.5,6.0,4.0,4.0,3.0,4.0,1.0,268.0,9562.0
67.0,4.5,7.5,4.0,4.0,4.0,5.9,48.0,491.0,20224.0
80.0,5.0,5.5,2.0,3.0,2.0,6.0,48.0,494.0,20284.0
100.0,5.0,10.5,2.0,3.0,2.0,4.2,48.0,495.0,20314.0
66.3,4.5,6.0,2.0,3.0,3.0,5.9,48.0,493.0,20278.0
32.1,3.0,13.0,3.0,3.0,3.0,5.8,79.0,767.0,27028.0
60.0,4.0,3.0,1.0,1.0,1.0,1.18,74.0,724.0,25951.0
100.0,4.5,6.0,2.0,3.0,2.0,1.83,75.0,735.0,26188.0
53.0,4.2,6.0,4.0,3.0,3.0,9.45,1.0,5.0,167.0
100.0,6.0,3.0,1.0,3.0,2.0,1.52,48.0,497.0,20323.0
42.0,4.5,6.0,6.0,3.0,3.0,8.5,1.0,4.0,145.0
242.0,11.0,20.0,4.0,5.0,5.0,4.05,46.0,474.0,19792.0
100.0,5.0,5.5,2.0,3.0,2.0,4.25,48.0,495.0,20314.0
100.0,5.0,5.5,2.0,3.0,2.0,3.8,48.0,495.0,20314.0
112.0,15.0,13.0,3.0,5.0,4.0,10.0,56.0,568.0,22357.0
60.0,4.5,6.0,3.0,4.0,4.0,3.6,74.0,725.0,25972.0
58.7,4.7,6.0,1.0,1.0,1.0,5.4,79.0,769.0,26812.0
30.0,4.5,6.0,5.0,3.0,4.0,4.85,1.0,4.0,127.0
71.0,4.5,6.0,3.0,4.0,4.0,2.65,74.0,723.0,25891.0
130.0,4.5,6.0,2.0,3.0,2.0,1.93,75.0,735.0,26188.0
42.0,4.5,6.0,4.0,3.0,3.0,6.2,1.0,4.0,127.0
25.0,4.5,6.0,2.0,2.0,2.0,3.1,79.0,766.0,26983.0
31.0,4.5,4.0,2.0,2.0,2.0,3.98,79.0,764.0,26881.0
80.0,5.0,2.0,1.0,3.0,1.0,1.7,75.0,731.0,26068.0
45.0,7.5,6.0,4.0,4.0,3.0,4.3,1.0,20.0,682.0
34.0,5.0,6.0,5.0,3.0,4.0,3.39,1.0,20.0,682.0
125.0,5.0,6.0,2.0,2.0,2.0,2.05,80.0,802.0,27937.0
65.0,4.5,6.0,5.0,4.0,5.0,6.95,79.0,777.0,27436.0
62.5,5.0,13.0,5.0,6.0,4.0,7.1,33.0,326.0,12034.0
95.0,4.5,5.5,3.0,3.0,3.0,1.5,49.0,507.0,20563.0
135.0,9.0,15.0,3.0,3.0,5.0,7.7,27.0,261.0,9397.0
36.0,4.0,4.0,4.0,4.0,3.0,3.0,79.0,777.0,27445.0
30.0,4.5,6.0,5.0,3.0,4.0,5.3,1.0,1.0,28.0
100.0,5.0,10.5,1.0,2.0,1.0,6.5,48.0,495.0,20260.0
32.0,4.5,6.0,4.0,3.0,3.0,9.3,1.0,7.0,295.0
34.2,3.25,5.0,3.0,3.0,3.0,2.5,31.0,303.0,11314.0
90.0,4.5,6.0,4.0,4.0,4.0,6.5,31.0,306.0,11413.0
135.0,9.0,13.0,6.0,3.0,3.0,9.5,22.0,193.0,6673.0
31.0,4.5,3.0,6.0,4.0,5.0,7.1,1.0,3.0,112.0
105.0,6.5,10.0,4.0,3.0,3.0,8.0,22.0,193.0,6673.0
100.0,4.5,6.0,2.0,3.0,3.0,2.25,74.0,718.0,25771.0
164.0,4.5,6.0,3.0,3.0,3.0,4.9,74.0,718.0,25744.0
50.0,5.0,6.0,3.0,3.0,3.0,1.85,74.0,718.0,25762.0
40.0,4.0,4.0,2.0,2.0,2.0,3.7,79.0,766.0,27007.0
30.0,4.5,6.0,4.0,4.0,3.0,4.3,1.0,8.0,328.0
112.0,4.5,6.0,1.0,1.0,1.0,8.0,79.0,767.0,27019.0
86.0,5.5,8.0,2.0,2.0,1.0,1.95,75.0,731.0,25993.0
40.0,5.0,6.0,5.0,3.0,3.0,4.0,1.0,268.0,9550.0
116.0,4.5,6.0,2.0,4.0,3.0,2.45,80.0,802.0,27937.0
50.0,3.5,3.5,4.0,5.0,4.0,8.79,1.0,9.0,352.0
45.0,4.5,6.0,6.0,3.0,3.0,5.95,1.0,4.0,142.0
60.0,4.0,5.0,3.0,4.0,4.0,4.0,48.0,495.0,20260.0
145.0,4.5,6.0,2.0,2.0,3.0,7.0,79.0,784.0,27562.0
151.5,10.0,10.0,3.0,7.0,7.0,4.3,74.0,725.0,25987.0
25.3,4.5,10.0,4.0,4.0,3.0,2.95,56.0,568.0,22375.0
150.0,8.2,5.0,1.0,2.0,3.0,4.0,79.0,784.0,27574.0
68.0,4.1,6.0,2.0,3.0,3.0,8.9,79.0,767.0,27019.0
64.0,4.5,10.0,3.0,3.0,2.0,5.7,79.0,777.0,27451.0
148.0,4.5,30.0,2.0,2.0,3.0,7.2,56.0,568.0,22357.0
61.0,4.5,6.0,3.0,2.0,3.0,1.6,74.0,723.0,25891.0
45.9,4.0,6.0,3.0,4.0,4.0,8.7,79.0,765.0,26914.0
36.0,4.5,6.0,5.0,5.0,3.0,6.85,1.0,9.0,349.0
100.0,4.5,10.5,3.0,4.0,4.0,6.5,48.0,495.0,20260.0
46.0,4.5,2.0,3.0,3.0,3.0,2.6,1.0,274.0,9883.0
39.0,4.5,6.0,5.0,4.0,3.0,5.35,1.0,4.0,118.0
50.0,4.5,6.0,3.0,3.0,3.0,9.4,1.0,268.0,9551.0
59.0,4.2,6.0,4.0,5.0,4.0,9.45,1.0,5.0,167.0
47.0,5.2,12.0,3.0,3.0,3.0,6.2,56.0,568.0,22372.0
48.8,4.0,14.0,2.0,2.0,2.0,5.0,68.0,672.0,24784.0
95.0,5.0,14.0,1.0,2.0,2.0,6.0,68.0,672.0,24787.0
40.42,3.85,20.0,3.0,3.0,3.0,5.5,31.0,303.0,11302.0
34.0,3.25,5.0,3.0,3.0,3.0,2.4,31.0,303.0,11314.0
41.0,4.5,6.0,2.0,3.0,3.0,5.33,1.0,4.0,124.0
88.0,4.5,6.0,4.0,4.0,3.0,9.2,79.0,786.0,27649.0
87.8,5.6,15.0,3.0,3.0,3.0,3.85,56.0,568.0,22378.0
100.0,4.5,6.0,3.0,2.0,1.0,3.0,48.0,490.0,20195.0
62.0,6.5,7.5,1.0,3.0,1.0,2.7,48.0,490.0,20195.0
83.9,5.0,9.0,3.0,4.0,5.0,4.4,56.0,568.0,22378.0
197.8,4.5,6.0,3.0,2.0,1.0,7.0,49.0,502.0,20350.0
35.0,4.5,6.0,2.0,3.0,3.0,1.65,1.0,278.0,10132.0
73.1,4.3,8.0,3.0,4.0,4.0,9.9,79.0,766.0,27004.0
76.0,4.0,10.0,3.0,3.0,3.0,6.6,79.0,777.0,27436.0
105.0,7.0,25.0,4.0,6.0,4.0,7.02,35.0,350.0,13429.0
25.0,4.5,6.0,5.0,3.0,3.0,5.25,1.0,9.0,355.0
62.5,5.0,6.0,5.0,3.0,3.0,7.4,33.0,326.0,12034.0
60.0,4.5,8.0,3.0,4.0,5.0,7.9,79.0,769.0,26809.0
80.0,4.5,6.0,2.0,4.0,2.0,9.9,79.0,766.0,27004.0
68.0,3.4,6.0,3.0,3.0,3.0,8.45,1.0,9.0,364.0
95.0,4.5,12.0,3.0,3.0,3.0,7.0,79.0,786.0,27646.0
56.0,4.0,7.0,2.0,2.0,2.0,7.18,79.0,766.0,26983.0
60.0,4.5,6.0,5.0,4.0,4.0,5.0,35.0,347.0,13372.0
42.0,4.5,6.0,5.0,8.0,5.0,7.75,1.0,9.0,343.0
80.0,5.0,22.0,4.0,5.0,6.0,7.0,27.0,256.0,9226.0
57.0,4.5,6.0,3.0,3.0,3.0,5.45,79.0,764.0,26898.0
73.0,4.5,6.0,3.0,4.0,5.0,5.15,48.0,491.0,20206.0
45.0,5.0,5.0,4.0,4.0,4.0,6.6,1.0,9.0,358.0
70.0,8.0,8.0,4.0,4.0,5.0,8.6,79.0,786.0,27643.0
62.77,4.05,4.0,2.0,2.0,2.0,5.75,79.0,767.0,27016.0
48.0,4.5,6.0,3.0,3.0,3.0,5.47,1.0,4.0,118.0
45.0,4.5,6.0,3.0,4.0,5.0,6.6,79.0,766.0,27004.0
80.0,4.5,6.0,3.0,4.0,4.0,9.5,79.0,777.0,27451.0
76.0,4.0,6.0,4.0,3.0,3.0,8.2,79.0,767.0,27025.0
48.0,4.5,6.0,4.0,4.0,3.0,3.2,1.0,268.0,9562.0
52.0,4.0,6.0,3.0,3.0,3.0,7.1,79.0,767.0,27019.0
39.0,4.5,6.0,3.0,3.0,3.0,4.35,1.0,9.0,364.0
39.5,4.5,6.0,3.0,3.0,3.0,5.9,1.0,9.0,352.0
80.0,5.0,13.0,2.0,3.0,2.0,1.7,74.0,721.0,25813.0
35.0,3.5,6.0,4.0,4.0,3.0,5.6,1.0,8.0,310.0
87.0,4.0,10.0,3.0,3.0,3.0,8.5,56.0,568.0,22369.0
80.0,6.0,13.0,3.0,4.0,3.0,3.2,74.0,721.0,25846.0
120.0,6.0,12.0,1.0,3.0,3.0,3.6,60.0,593.0,22966.0
156.0,15.0,16.0,2.0,3.0,3.0,6.24,1.0,21.0,601.0
90.0,4.5,40.0,3.0,4.0,4.0,3.5,80.0,804.0,28036.0
19.0,4.17,2.0,2.0,2.0,1.0,1.83,79.0,777.0,27445.0
