Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Ma_TP,Ma_QH,Ma_PX
55.0,4.3,5.0,5.0,5.0,5.0,9.5,1.0,19.0,631.0
28.0,4.5,6.0,2.0,2.0,2.0,3.0,79.0,766.0,27007.0
40.0,4.5,4.0,5.0,8.0,8.0,8.6,1.0,5.0,166.0
42.0,3.7,5.0,3.0,4.0,1.0,4.1,1.0,17.0,493.0
106.0,4.5,6.0,2.0,3.0,3.0,4.3,74.0,724.0,25951.0
37.0,4.5,6.0,5.0,6.0,4.0,4.2,1.0,274.0,9853.0
35.0,4.0,10.0,5.0,3.0,4.0,6.2,1.0,268.0,9552.0
69.0,4.0,5.0,5.0,5.0,5.0,5.8,79.0,764.0,26881.0
90.0,6.0,13.5,3.0,4.0,3.0,4.3,52.0,540.0,21598.0
30.0,5.0,2.7,4.0,3.0,3.0,4.2,1.0,4.0,148.0
55.0,3.7,6.0,4.0,6.0,5.0,9.5,79.0,765.0,26905.0
40.0,3.8,2.0,4.0,3.0,3.0,6.45,1.0,9.0,355.0
60.0,4.0,8.0,5.0,4.0,6.0,8.1,79.0,764.0,26898.0
64.0,5.0,13.0,5.0,6.0,5.0,7.6,33.0,326.0,12034.0
68.0,4.0,20.0,5.0,6.0,7.0,9.3,79.0,767.0,27010.0
44.0,4.0,6.0,4.0,4.0,4.0,7.5,79.0,766.0,26992.0
76.1,5.5,7.0,5.0,5.0,3.0,6.8,79.0,777.0,27436.0
230.0,18.86,3.2,2.0,3.0,2.0,2.86,1.0,16.0,436.0
37.0,4.5,6.0,5.0,6.0,6.0,7.0,1.0,2.0,67.0
56.0,4.0,5.0,2.0,3.0,2.0,4.2,79.0,777.0,27448.0
100.0,6.15,6.0,3.0,3.0,3.0,7.05,1.0,17.0,508.0
110.0,4.0,6.0,2.0,3.0,3.0,10.0,79.0,767.0,27037.0
69.8,5.0,10.0,6.0,8.0,6.0,8.86,33.0,325.0,11986.0
68.0,4.0,10.0,4.0,5.0,6.0,6.2,79.0,777.0,27445.0
103.5,4.5,12.0,4.0,5.0,6.0,6.9,79.0,777.0,27448.0
63.0,4.5,6.0,3.0,4.0,3.0,5.2,79.0,777.0,27445.0
80.0,4.5,6.0,5.0,6.0,6.0,5.8,79.0,777.0,27448.0
96.7,4.5,6.0,3.0,4.0,4.0,5.2,74.0,725.0,25975.0
58.0,4.0,6.0,3.0,2.0,2.0,5.29,79.0,764.0,26875.0
309.0,11.0,7.0,1.0,3.0,2.0,2.4,56.0,574.0,22705.0
40.0,4.5,6.0,4.0,4.0,3.0,6.1,79.0,766.0,27004.0
80.0,5.0,6.0,3.0,4.0,3.0,3.0,56.0,568.0,22390.0
90.0,5.0,7.5,3.0,3.0,4.0,5.6,48.0,490.0,20200.0
118.0,6.0,15.0,1.0,2.0,1.0,8.6,79.0,769.0,26794.0
100.0,4.5,6.0,3.0,3.0,3.0,4.35,48.0,490.0,20200.0
3.1,35.0,2.0,6.0,4.0,5.0,5.88,1.0,4.0,139.0
53.0,4.2,6.0,3.0,3.0,3.0,7.1,56.0,568.0,22330.0
75.0,5.0,5.0,2.0,2.0,2.0,3.65,74.0,724.0,25942.0
90.0,4.5,14.0,1.0,1.0,1.0,2.5,52.0,540.0,21550.0
50.0,4.5,2.0,1.0,1.0,2.0,1.3,52.0,540.0,21556.0
83.0,5.0,8.0,5.0,6.0,6.0,7.1,1.0,17.0,502.0
35.0,4.5,2.0,5.0,4.0,4.0,6.2,1.0,19.0,625.0
50.0,4.5,6.0,3.0,3.0,3.0,6.0,1.0,8.0,328.0
100.0,5.4,4.5,1.0,4.0,4.0,3.15,48.0,491.0,20225.0
28.0,4.5,6.0,5.0,3.0,3.0,3.7,1.0,20.0,646.0
75.0,6.0,3.0,2.0,2.0,1.0,3.2,79.0,769.0,26815.0
36.0,4.5,6.0,4.0,4.0,3.0,4.75,1.0,7.0,298.0
31.0,4.5,4.0,4.0,5.0,4.0,7.4,79.0,768.0,27067.0
40.0,4.5,5.0,4.0,5.0,5.0,7.5,79.0,765.0,26908.0
105.0,5.0,5.0,2.0,2.0,2.0,4.2,56.0,568.0,22327.0
44.0,3.2,2.5,5.0,7.0,4.0,7.0,1.0,3.0,91.0
100.0,6.1,3.0,3.0,4.0,3.0,7.5,1.0,17.0,508.0
60.0,4.5,6.0,2.0,2.0,1.0,2.05,74.0,718.0,25750.0
90.0,4.5,6.0,3.0,4.0,3.0,6.1,48.0,490.0,20200.0
35.0,4.5,6.0,4.0,3.0,3.0,3.95,1.0,268.0,9568.0
100.0,6.5,8.0,1.0,3.0,2.0,3.55,74.0,718.0,25741.0
123.0,7.0,6.0,2.0,3.0,3.0,9.6,1.0,21.0,616.0
80.0,4.5,6.0,2.0,3.0,3.0,3.55,74.0,718.0,25762.0
36.0,4.5,12.0,4.0,4.0,4.0,7.68,1.0,268.0,9544.0
35.0,4.0,5.0,5.0,3.0,4.0,5.2,1.0,8.0,301.0
32.0,4.5,6.0,5.0,3.0,3.0,5.0,1.0,19.0,625.0
120.0,4.5,6.0,1.0,2.0,1.0,9.0,79.0,777.0,27451.0
30.0,4.5,3.0,4.0,2.0,3.0,5.0,1.0,21.0,610.0
75.0,5.0,12.0,4.0,6.0,6.0,4.19,27.0,261.0,9397.0
64.0,6.0,6.0,5.0,5.0,6.0,7.3,79.0,777.0,27445.0
43.0,4.0,6.0,2.0,2.0,2.0,4.25,79.0,767.0,27037.0
67.5,4.5,6.0,2.0,4.0,3.0,9.5,48.0,494.0,20284.0
61.0,4.5,6.0,3.0,1.0,1.0,1.75,79.0,783.0,27547.0
110.0,4.5,3.0,2.0,4.0,3.0,3.9,75.0,731.0,26065.0
48.0,4.5,6.0,3.0,5.0,3.0,5.7,33.0,326.0,12034.0
80.0,8.0,8.0,2.0,4.0,4.0,7.9,79.0,769.0,26815.0
100.0,4.5,6.0,2.0,3.0,3.0,9.8,1.0,8.0,304.0
75.0,5.0,6.0,2.0,3.0,3.0,5.6,79.0,764.0,26898.0
52.0,3.8,6.0,1.0,1.0,1.0,2.45,1.0,18.0,556.0
37.0,4.5,6.0,3.0,3.0,3.0,6.5,1.0,21.0,617.0
108.8,5.44,13.0,3.0,4.0,5.0,8.9,56.0,568.0,22357.0
67.0,5.0,12.0,2.0,2.0,2.0,1.6,74.0,721.0,25849.0
64.0,4.0,6.0,2.0,2.0,2.0,6.4,79.0,767.0,27022.0
45.8,4.5,4.0,3.0,3.0,3.0,4.3,79.0,768.0,27070.0
37.0,4.5,6.0,5.0,4.0,4.0,5.8,1.0,268.0,9556.0
122.41,4.71,4.0,3.0,3.0,3.0,9.5,68.0,672.0,24787.0
47.0,5.2,25.0,5.0,5.0,4.0,5.25,1.0,20.0,655.0
58.0,4.5,6.0,4.0,4.0,5.0,7.4,79.0,777.0,27445.0
33.0,4.8,6.0,3.0,3.0,3.0,4.15,1.0,268.0,9551.0
69.9,4.5,6.0,1.0,3.0,3.0,6.6,79.0,766.0,26992.0
64.0,4.0,8.0,2.0,2.0,2.0,6.48,79.0,767.0,27019.0
134.0,8.0,10.0,2.0,3.0,2.0,9.3,79.0,769.0,26848.0
90.0,5.0,13.0,3.0,4.0,3.0,7.7,56.0,568.0,22357.0
62.5,5.0,10.0,3.0,3.0,3.0,6.6,79.0,767.0,27010.0
78.75,4.5,7.0,4.0,4.0,3.0,4.3,31.0,306.0,11410.0
32.5,4.5,6.0,2.0,2.0,2.0,4.1,79.0,765.0,26917.0
24.0,4.5,4.0,2.0,2.0,2.0,2.68,79.0,767.0,27019.0
27.0,4.5,6.0,1.0,2.0,2.0,3.3,79.0,765.0,26917.0
30.0,4.4,7.0,6.0,6.0,6.0,7.9,1.0,4.0,127.0
60.0,5.0,6.0,2.0,3.0,3.0,5.95,79.0,765.0,26905.0
36.0,4.6,6.0,5.0,4.0,4.0,5.38,1.0,8.0,322.0
50.0,4.5,6.0,2.0,2.0,2.0,4.5,79.0,765.0,26908.0
34.0,3.4,2.5,4.0,3.0,3.0,5.33,1.0,7.0,298.0
50.0,4.5,6.0,3.0,6.0,6.0,6.5,1.0,8.0,310.0
56.0,4.0,8.0,3.0,3.0,3.0,8.5,34.0,336.0,12439.0
177.7,4.5,6.0,2.0,2.0,2.0,8.0,74.0,724.0,25948.0
30.0,3.68,4.0,5.0,3.0,4.0,4.35,1.0,274.0,9853.0
38.0,4.5,6.0,5.0,3.0,3.0,7.2,1.0,5.0,167.0
48.0,4.0,10.0,4.0,4.0,3.0,3.55,31.0,303.0,11299.0
48.3,4.1,10.0,4.0,4.0,3.0,3.1,31.0,303.0,11299.0
71.8,6.0,3.0,1.0,1.0,1.0,4.5,79.0,769.0,26818.0
50.0,4.5,6.0,2.0,2.0,2.0,4.5,79.0,765.0,26908.0
75.0,4.5,6.0,3.0,3.0,4.0,5.7,48.0,490.0,20200.0
62.5,4.5,6.0,4.0,4.0,3.0,7.1,1.0,4.0,133.0
90.0,5.0,6.0,3.0,2.0,2.0,4.4,48.0,491.0,20224.0
80.0,5.0,20.0,3.0,4.0,5.0,2.9,74.0,719.0,25822.0
32.5,4.5,6.0,5.0,3.0,3.0,4.95,1.0,268.0,9886.0
25.0,5.5,6.0,5.0,3.0,3.0,7.2,1.0,9.0,361.0
41.0,41.2,6.0,4.0,4.0,3.0,6.4,1.0,9.0,349.0
38.7,4.5,15.0,3.0,3.0,3.0,1.55,1.0,9.0,343.0
105.7,8.0,15.0,3.0,3.0,3.0,8.35,1.0,9.0,343.0
32.0,3.5,2.5,5.0,3.0,4.0,5.25,1.0,8.0,304.0
43.0,4.0,3.0,3.0,4.0,2.0,3.4,79.0,764.0,26878.0
35.0,4.5,25.0,4.0,3.0,3.0,6.15,1.0,6.0,229.0
156.0,7.0,5.0,1.0,2.0,1.0,3.4,68.0,673.0,24820.0
56.0,4.5,3.0,3.0,2.0,1.0,5.6,1.0,268.0,9565.0
30.0,4.5,3.0,5.0,3.0,4.0,4.0,1.0,4.0,124.0
66.3,4.6,5.0,5.0,8.0,8.0,8.5,79.0,766.0,27004.0
82.0,3.5,6.0,3.0,3.0,3.0,5.8,48.0,492.0,20245.0
46.3,4.3,6.0,4.0,4.0,3.0,5.15,1.0,4.0,115.0
33.0,4.5,6.0,3.0,3.0,3.0,2.5,1.0,274.0,9892.0
48.0,4.0,3.0,4.0,3.0,3.0,7.85,1.0,268.0,9551.0
225.0,15.0,6.0,2.0,2.0,3.0,6.5,52.0,548.0,21898.0
47.0,5.0,6.0,4.0,4.0,4.0,9.5,1.0,4.0,145.0
112.5,5.0,7.5,3.0,4.0,4.0,6.5,48.0,495.0,20314.0
120.0,6.0,6.0,2.0,3.0,3.0,2.37,74.0,721.0,25846.0
141.6,4.5,22.0,4.0,5.0,6.0,7.5,74.0,725.0,25990.0
100.0,5.0,7.5,3.0,3.0,4.0,6.2,48.0,495.0,20314.0
35.0,4.5,6.0,5.0,3.0,3.0,6.5,1.0,21.0,610.0
35.0,3.3,2.5,4.0,4.0,3.0,4.79,1.0,21.0,613.0
120.0,4.5,6.0,2.0,4.0,3.0,2.6,74.0,721.0,25846.0
103.8,4.9,6.0,3.0,3.0,3.0,5.0,56.0,568.0,22378.0
205.0,10.0,6.0,3.0,3.0,3.0,1.2,56.0,574.0,22705.0
33.0,5.0,4.0,5.0,3.0,3.0,5.18,1.0,8.0,310.0
100.0,5.0,6.0,2.0,4.0,3.0,2.2,74.0,721.0,25846.0
39.0,4.0,3.0,5.0,6.0,7.0,6.1,1.0,6.0,193.0
74.5,4.5,5.0,2.0,2.0,2.0,2.9,74.0,724.0,25957.0
77.5,4.5,3.0,3.0,3.0,3.0,4.65,1.0,18.0,541.0
100.0,5.0,7.5,3.0,3.0,3.0,5.0,48.0,495.0,20314.0
36.0,4.5,5.0,3.0,4.0,5.0,7.95,79.0,765.0,26908.0
52.4,4.5,6.0,3.0,2.0,1.0,3.7,79.0,764.0,26881.0
66.0,4.0,12.0,4.0,4.0,3.0,7.3,79.0,777.0,27451.0
100.0,5.0,5.5,3.0,3.0,2.0,6.0,48.0,492.0,20257.0
32.0,4.5,6.0,3.0,3.0,3.0,5.0,1.0,19.0,632.0
32.0,3.5,3.5,5.0,4.0,5.0,4.3,1.0,8.0,310.0
55.0,4.5,2.8,6.0,8.0,9.0,8.8,1.0,8.0,328.0
83.9,5.0,6.0,4.0,4.0,4.0,4.4,56.0,568.0,22378.0
51.0,4.5,6.0,3.0,3.0,3.0,4.1,48.0,491.0,20203.0
40.0,4.0,3.0,5.0,5.0,4.0,6.0,1.0,5.0,166.0
100.0,5.0,4.0,1.0,3.0,2.0,3.7,75.0,731.0,25996.0
68.0,4.5,6.0,1.0,1.0,1.0,7.0,1.0,8.0,316.0
100.0,6.0,10.0,1.0,2.0,1.0,1.49,82.0,821.0,28525.0
45.0,7.0,14.5,1.0,1.0,1.0,2.0,48.0,490.0,20195.0
45.0,4.0,6.0,3.0,4.0,3.0,6.65,79.0,765.0,26914.0
129.4,5.0,10.0,3.0,3.0,1.0,2.25,72.0,703.0,25462.0
62.0,5.0,6.0,2.0,3.0,2.0,4.2,79.0,777.0,27457.0
84.0,5.0,8.0,4.0,4.0,6.0,9.5,79.0,769.0,26812.0
66.0,5.4,3.0,1.0,2.0,2.0,3.75,48.0,491.0,20221.0
43.0,6.0,6.0,3.0,3.0,3.0,6.25,79.0,765.0,26908.0
44.0,4.0,5.0,4.0,4.0,4.0,5.8,79.0,767.0,27016.0
64.0,4.0,13.0,3.0,3.0,4.0,3.5,74.0,725.0,25975.0
65.0,5.0,13.0,5.0,5.0,4.0,7.0,33.0,326.0,12034.0
44.0,4.7,6.0,5.0,3.0,3.0,5.5,1.0,268.0,9551.0
48.0,4.0,4.0,3.0,4.0,3.0,4.85,79.0,777.0,27448.0
40.0,4.0,4.0,2.0,2.0,2.0,3.68,79.0,767.0,27025.0
70.0,4.5,7.0,3.0,4.0,3.0,7.9,79.0,767.0,27025.0
70.0,9.0,9.0,3.0,4.0,5.0,9.4,79.0,777.0,27448.0
80.0,5.0,7.5,4.0,5.0,6.0,7.6,22.0,193.0,6679.0
50.0,4.5,6.0,6.0,4.0,4.0,5.2,1.0,4.0,142.0
72.0,4.0,8.0,1.0,3.0,2.0,6.5,79.0,777.0,27445.0
35.0,4.0,6.0,5.0,3.0,4.0,5.7,79.0,764.0,26899.0
61.4,6.2,3.0,3.0,8.0,8.0,9.6,79.0,765.0,26950.0
30.0,4.0,8.0,1.0,2.0,2.0,2.35,79.0,777.0,27451.0
35.0,4.0,4.0,3.0,4.0,3.0,4.5,1.0,20.0,643.0
40.0,4.0,4.5,6.0,4.0,4.0,8.7,1.0,21.0,610.0
77.0,4.0,16.0,4.0,4.0,4.0,7.75,56.0,568.0,22372.0
100.0,5.0,15.0,3.0,4.0,4.0,5.2,74.0,725.0,25975.0
92.0,5.0,16.0,2.0,3.0,3.0,5.6,74.0,725.0,25966.0
157.0,6.0,20.0,2.0,2.0,1.0,4.2,79.0,783.0,27550.0
31.0,4.5,6.0,6.0,4.0,5.0,5.88,1.0,4.0,139.0
42.0,4.5,6.0,4.0,4.0,3.0,8.1,1.0,9.0,358.0
62.0,6.0,6.0,2.0,2.0,2.0,5.15,79.0,767.0,27031.0
60.0,6.0,6.0,2.0,2.0,2.0,5.1,79.0,767.0,27031.0
40.0,4.5,4.0,2.0,2.0,2.0,1.85,79.0,786.0,27652.0
75.0,5.0,7.0,5.0,5.0,5.0,8.8,31.0,303.0,11308.0
75.0,5.0,20.0,4.0,5.0,6.0,9.3,22.0,193.0,6673.0
55.0,5.5,7.0,3.0,3.0,3.0,5.8,34.0,336.0,12442.0
35.0,4.0,3.0,5.0,3.0,3.0,5.7,1.0,7.0,295.0
114.0,4.5,4.0,3.0,5.0,5.0,5.7,79.0,769.0,26794.0
80.3,7.3,7.0,4.0,4.0,5.0,6.5,79.0,786.0,27652.0
32.0,3.6,2.5,4.0,2.0,3.0,2.85,1.0,268.0,9571.0
35.5,4.5,6.0,1.0,2.0,1.0,3.32,1.0,21.0,604.0
90.0,5.0,5.0,2.0,3.0,2.0,4.3,75.0,731.0,25996.0
30.0,4.5,6.0,5.0,3.0,4.0,4.75,1.0,4.0,145.0
141.6,5.5,22.0,4.0,5.0,6.0,7.5,74.0,725.0,25990.0
80.0,4.5,6.0,7.0,3.0,3.0,5.2,27.0,258.0,9208.0
162.0,5.06,6.0,3.0,2.0,2.0,7.5,56.0,568.0,22357.0
30.0,3.8,6.0,5.0,3.0,4.0,5.6,1.0,21.0,616.0
42.0,4.5,3.0,6.0,3.0,3.0,6.4,1.0,4.0,148.0
41.0,3.3,10.0,4.0,5.0,4.0,8.95,1.0,8.0,334.0
35.0,4.5,6.0,5.0,3.0,4.0,4.95,1.0,3.0,103.0
50.0,6.1,6.0,6.0,4.0,4.0,9.8,1.0,4.0,145.0
51.0,4.1,6.0,2.0,2.0,3.0,4.99,79.0,764.0,26881.0
92.0,4.0,6.0,3.0,3.0,3.0,8.5,79.0,769.0,26812.0
75.0,4.5,6.0,4.0,5.0,4.0,8.4,79.0,764.0,26878.0
64.0,5.0,13.0,5.0,3.0,3.0,7.4,33.0,326.0,12034.0
63.0,2.2,2.2,5.0,5.0,5.0,7.2,1.0,4.0,118.0
52.0,4.0,13.0,5.0,3.0,3.0,6.6,33.0,326.0,12031.0
40.0,5.5,6.0,5.0,3.0,4.0,7.9,1.0,7.0,268.0
40.0,4.5,6.0,6.0,4.0,5.0,8.5,1.0,5.0,167.0
63.0,4.5,13.0,5.0,3.0,3.0,7.14,33.0,326.0,12034.0
53.5,3.0,10.0,3.0,3.0,3.0,8.9,1.0,8.0,340.0
92.0,4.5,16.0,2.0,1.0,2.0,5.6,74.0,725.0,25966.0
87.5,7.0,13.0,5.0,3.0,3.0,9.54,33.0,326.0,12034.0
48.0,4.5,6.0,5.0,3.0,3.0,5.5,1.0,7.0,298.0
50.0,4.3,2.0,2.0,2.0,2.0,4.1,79.0,765.0,26908.0
50.1,4.3,2.0,2.0,2.0,2.0,4.1,79.0,765.0,26908.0
50.2,4.3,2.0,2.0,2.0,2.0,4.1,79.0,765.0,26908.0
50.3,4.3,2.0,2.0,2.0,2.0,4.1,79.0,765.0,26908.0
35.0,4.5,6.0,3.0,3.0,3.0,7.4,1.0,5.0,160.0
55.0,3.83,7.5,3.0,3.0,3.0,6.8,48.0,493.0,20281.0
102.0,4.5,6.0,3.0,3.0,3.0,6.2,74.0,718.0,25762.0
50.0,4.2,6.0,5.0,4.0,3.0,7.86,1.0,6.0,202.0
80.0,5.0,15.0,3.0,4.0,3.0,2.0,74.0,719.0,25822.0
100.0,4.5,20.0,3.0,4.0,5.0,7.0,79.0,785.0,27622.0
31.0,4.5,6.0,3.0,4.0,3.0,3.78,1.0,8.0,328.0
40.0,4.5,6.0,5.0,3.0,3.0,5.1,1.0,9.0,370.0
56.0,4.0,6.0,2.0,2.0,3.0,5.6,79.0,766.0,27007.0
33.0,3.4,6.0,5.0,3.0,4.0,3.4,1.0,19.0,623.0
33.0,3.8,6.0,5.0,4.0,4.0,3.65,1.0,274.0,9877.0
33.0,3.5,3.0,4.0,4.0,3.0,6.15,1.0,9.0,361.0
35.0,4.5,6.0,6.0,4.0,5.0,5.85,1.0,4.0,139.0
68.0,4.0,6.0,4.0,4.0,4.0,7.75,79.0,769.0,26812.0
40.0,4.5,6.0,5.0,3.0,3.0,5.4,1.0,8.0,301.0
53.8,4.5,8.0,4.0,3.0,3.0,4.8,79.0,769.0,26854.0
48.0,4.5,6.0,5.0,4.0,3.0,5.3,33.0,326.0,12034.0
123.0,4.5,6.0,5.0,3.0,3.0,5.45,25.0,228.0,7948.0
115.0,4.5,6.0,3.0,3.0,1.0,5.5,79.0,786.0,27655.0
35.0,4.5,6.0,5.0,5.0,3.0,5.18,1.0,8.0,301.0
188.0,4.0,6.0,4.0,4.0,4.0,5.85,1.0,17.0,523.0
61.5,4.5,3.5,4.0,5.0,3.0,4.1,31.0,305.0,11386.0
136.6,8.0,6.0,3.0,3.0,3.0,8.0,79.0,784.0,27574.0
44.0,4.5,6.0,3.0,9.0,3.0,7.0,1.0,19.0,631.0
75.0,4.5,6.0,3.0,3.0,3.0,5.7,79.0,785.0,27622.0
50.0,4.0,6.0,5.0,6.0,5.0,8.5,1.0,268.0,9551.0
120.0,6.0,15.0,3.0,3.0,3.0,7.1,27.0,261.0,9397.0
30.0,4.5,6.0,4.0,4.0,3.0,3.8,1.0,8.0,328.0
28.0,4.0,7.0,3.0,2.0,2.0,2.15,79.0,767.0,27013.0
68.0,4.5,6.0,2.0,3.0,3.0,1.6,80.0,803.0,27991.0
72.0,4.0,5.0,2.0,3.0,2.0,3.0,75.0,731.0,26068.0
120.0,7.0,5.0,2.0,3.0,2.0,7.5,79.0,769.0,27097.0
85.0,4.5,6.0,3.0,4.0,3.0,2.7,80.0,803.0,27991.0
37.0,4.5,6.0,6.0,3.0,3.0,6.2,1.0,21.0,610.0
98.0,7.0,6.0,5.0,3.0,3.0,2.6,25.0,227.0,7933.0
120.0,6.0,15.0,3.0,3.0,3.0,7.1,27.0,261.0,9397.0
92.0,5.0,13.0,3.0,3.0,3.0,4.2,26.0,243.0,8710.0
32.0,4.5,6.0,5.0,3.0,3.0,2.55,1.0,268.0,10123.0
51.0,4.5,6.0,3.0,3.0,3.0,4.2,1.0,21.0,610.0
80.0,10.0,10.0,2.0,3.0,2.0,2.88,75.0,731.0,25996.0
100.0,5.0,35.0,4.0,3.0,3.0,7.4,56.0,568.0,22378.0
35.0,5.2,6.0,5.0,3.0,3.0,7.5,1.0,5.0,166.0
90.0,4.85,8.0,2.0,4.0,2.0,4.25,56.0,568.0,22372.0
85.0,4.5,8.0,4.0,4.0,5.0,8.5,79.0,786.0,27646.0
100.0,5.0,15.3,3.0,4.0,5.0,5.7,27.0,261.0,9397.0
37.0,3.5,3.0,4.0,4.0,3.0,7.4,1.0,9.0,364.0
72.0,4.2,6.0,2.0,3.0,3.0,6.7,79.0,767.0,27028.0
113.0,4.5,6.0,2.0,2.0,3.0,5.0,79.0,769.0,26821.0
92.0,4.4,6.0,2.0,1.0,2.0,5.6,74.0,725.0,25966.0
39.0,4.3,2.0,5.0,4.0,4.0,6.6,1.0,9.0,343.0
80.0,5.0,13.0,5.0,3.0,3.0,8.9,33.0,326.0,12034.0
63.9,4.5,6.0,3.0,4.0,2.0,3.8,79.0,769.0,26848.0
47.8,4.5,6.0,3.0,3.0,3.0,2.2,48.0,490.0,20195.0
50.0,4.0,6.0,1.0,3.0,3.0,5.35,79.0,767.0,27022.0
40.0,4.0,35.0,4.0,4.0,3.0,6.3,1.0,19.0,625.0
66.0,4.5,6.0,1.0,3.0,3.0,6.7,79.0,767.0,27028.0
157.5,4.2,6.0,1.0,2.0,1.0,9.5,79.0,767.0,27037.0
62.5,7.0,10.0,3.0,1.0,1.0,2.7,48.0,490.0,20195.0
70.0,5.0,6.0,3.0,3.0,3.0,6.0,79.0,769.0,26827.0
70.0,4.3,6.0,3.0,3.0,3.0,9.7,79.0,766.0,27004.0
275.0,10.0,4.0,1.0,3.0,2.0,2.2,68.0,676.0,24868.0
40.0,4.5,5.0,1.0,2.0,2.0,2.3,79.0,777.0,27454.0
40.0,4.0,5.0,4.0,4.0,4.0,6.0,1.0,8.0,337.0
168.0,7.0,16.0,2.0,4.0,3.0,5.11,74.0,723.0,25912.0
96.7,5.0,13.0,3.0,4.0,4.0,5.2,74.0,725.0,25975.0
107.0,4.5,6.0,1.0,3.0,3.0,4.0,91.0,911.0,31078.0
84.0,9.0,6.0,1.0,1.0,1.0,3.05,48.0,490.0,20195.0
43.0,4.5,6.0,4.0,3.0,3.0,6.5,1.0,21.0,610.0
65.0,4.5,6.0,3.0,3.0,3.0,9.5,1.0,268.0,9542.0
75.0,5.0,5.0,2.0,2.0,2.0,3.65,74.0,724.0,25942.0
37.0,4.5,6.0,3.0,3.0,3.0,4.5,1.0,4.0,145.0
42.0,4.5,6.0,5.0,3.0,4.0,4.8,1.0,4.0,145.0
85.7,5.4,7.0,1.0,3.0,3.0,8.5,79.0,769.0,26827.0
42.0,4.5,25.0,3.0,3.0,3.0,6.95,1.0,4.0,148.0
45.0,4.5,5.0,5.0,4.0,4.0,6.8,79.0,764.0,26882.0
40.0,4.5,6.0,3.0,2.0,2.0,7.3,1.0,9.0,349.0
42.0,4.4,6.0,5.0,4.0,4.0,4.96,1.0,4.0,145.0
70.0,4.5,5.0,3.0,3.0,3.0,1.87,79.0,785.0,27601.0
55.0,4.4,6.0,6.0,4.0,4.0,6.1,1.0,4.0,151.0
40.0,3.5,6.0,5.0,4.0,4.0,6.5,1.0,4.0,145.0
50.0,3.7,6.0,4.0,3.0,3.0,5.5,1.0,21.0,620.0
104.0,5.0,6.0,3.0,5.0,5.0,9.6,79.0,769.0,26824.0
40.0,3.97,2.2,1.0,1.0,1.0,3.0,1.0,17.0,520.0
32.0,3.4,3.0,5.0,3.0,4.0,4.5,1.0,4.0,148.0
45.0,8.7,6.0,4.0,4.0,3.0,4.95,1.0,4.0,139.0
96.7,5.0,13.0,3.0,4.0,4.0,5.2,74.0,725.0,25975.0
51.0,4.5,3.0,4.0,3.0,3.0,5.7,1.0,268.0,9551.0
100.0,5.0,13.0,3.0,4.0,4.0,3.07,74.0,723.0,25912.0
55.0,4.4,6.0,6.0,4.0,3.0,6.0,1.0,4.0,145.0
50.0,3.5,6.0,5.0,3.0,3.0,5.7,1.0,8.0,337.0
62.0,4.5,6.0,4.0,5.0,4.0,7.6,79.0,764.0,26875.0
96.7,5.0,13.0,3.0,5.0,4.0,5.2,74.0,725.0,25975.0
39.0,4.5,6.0,4.0,3.0,3.0,5.5,1.0,7.0,268.0
35.0,4.0,4.0,1.0,2.0,2.0,2.0,79.0,777.0,27454.0
251.9,7.0,5.0,2.0,4.0,2.0,5.9,74.0,724.0,25945.0
52.0,42.0,6.0,5.0,5.0,4.0,9.39,1.0,3.0,91.0
30.0,4.5,6.0,5.0,3.0,3.0,4.2,1.0,7.0,298.0
40.0,3.8,3.0,5.0,6.0,4.0,3.4,1.0,274.0,9844.0
50.0,4.5,6.0,5.0,6.0,6.0,6.5,1.0,8.0,310.0
88.0,4.5,12.0,3.0,3.0,3.0,9.0,79.0,785.0,27619.0
75.0,5.0,6.0,2.0,2.0,2.0,3.6,74.0,724.0,25957.0
50.0,3.9,3.0,4.0,4.0,4.0,8.8,1.0,9.0,349.0
67.0,5.0,6.0,3.0,2.0,2.0,2.45,74.0,724.0,25942.0
40.0,4.0,3.0,2.0,2.0,2.0,3.1,79.0,786.0,27646.0
45.0,4.5,6.0,5.0,3.0,3.0,8.2,1.0,5.0,163.0
50.8,4.0,6.0,2.0,2.0,2.0,4.35,79.0,786.0,27643.0
35.0,4.5,6.0,5.0,3.0,4.0,4.95,1.0,9.0,364.0
48.7,5.7,6.0,5.0,4.0,3.0,9.3,79.0,765.0,26908.0
43.0,4.0,6.0,4.0,4.0,4.0,9.5,1.0,9.0,352.0
45.0,4.5,5.0,4.0,4.0,3.0,6.2,79.0,764.0,26872.0
71.0,4.3,5.0,4.0,4.0,5.0,8.4,79.0,764.0,26882.0
54.0,5.0,6.0,1.0,2.0,2.0,4.75,79.0,769.0,26812.0
119.0,4.5,6.0,2.0,4.0,2.0,3.5,75.0,740.0,26383.0
58.0,33.0,6.0,5.0,3.0,3.0,5.6,1.0,4.0,127.0
70.0,5.0,3.0,3.0,5.0,3.0,8.0,79.0,768.0,27085.0
108.0,4.5,6.0,2.0,3.0,3.0,2.8,75.0,740.0,26383.0
80.0,4.5,8.0,2.0,3.0,2.0,9.9,79.0,766.0,27004.0
106.0,5.0,5.0,3.0,4.0,4.0,6.7,79.0,769.0,26845.0
